Analys.batch,std.batch,#,ID,Chem.ID,redo.flag,PG.wts,Scin.DW,Scort.DW,Tdin.DW,Tcin.DW,IS Area,Scn.Conc.,Scort.Conc.,Tdin.Conc.,Tcin.Conc.
1,1,249,HS Batch 4,183,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1116293,0.004787,0.148953,0.002452,0.093501
1,1,250,HS Batch 4,184,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1123151,0.126591,0.07859,0.08182,0.10266
1,1,251,HS Batch 4,185,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1134531,0.008929,0.340823,0.004992,0.225344
1,1,252,HS Batch 4,186,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1124310,0.156303,0.196205,0.045375,0.208626
1,1,253,HS Batch 4,187,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1176438,0.017765,0.15954,0.0051,0.071384
1,1,254,HS Batch 4,188,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1146641,0.030812,0.172282,0.013997,0.141784
1,1,255,HS Batch 4,189,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1172607,0.028358,0.227951,0.017163,0.19643
1,1,256,HS Batch 4,190,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1157882,0.069048,0.265497,0.029859,0.232161
1,1,257,HS Batch 4,191,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1177081,0.001787,0.034341,0.000861,0.017508
1,1,258,HS Batch 4,192,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1231133,0.118644,0.417112,0.054468,0.35627
1,1,259,HS Batch 4,193,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1163561,0.017175,0.310495,0.007962,0.253396
1,1,262,HS Batch 4,194,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1154907,0.013206,0.173911,0.004455,0.125757
1,1,263,HS Batch 4,195,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1168790,0.043548,0.062544,0.020314,0.052875
1,1,264,HS Batch 4,196,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1154939,0.00306,0.086274,0.001849,0.053574
1,1,265,HS Batch 4,197,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1191385,0.003935,0.106868,0.001225,0.048693
1,1,266,HS Batch 4,198,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1199651,0.072155,0.138039,0.036291,0.162731
1,1,267,HS Batch 4,199,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1180117,0.011785,0.177786,0.005179,0.13239
1,1,268,HS Batch 4,200,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1153131,0.010726,0.212295,0.005217,0.172459
1,1,269,HS Batch 4,201,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1153695,0.039269,0.147513,0.024782,0.138032
1,1,270,HS Batch 4,202,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1104601,0.108079,0.391248,0.07046,0.332544
1,1,271,HS Batch 4,203,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1130699,0.032636,0.082824,0.013722,0.077304
1,1,272,HS Batch 4,204,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1088877,0.043887,0.190645,0.020971,0.159259
2,2,27,HS Batch 5-2,205,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1123437,0.011731,0.050557,0.004741,0.038754
1,1,273,HS Batch 4,206,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1133807,0.300943,0.154932,0.14328,0.298994
1,1,276,HS Batch 4,208,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1533124,0.015328,0.235266,0.007982,0.196611
1,1,277,HS Batch 4,209,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1092866,0.005856,0.208613,0.004461,0.175304
1,1,278,HS Batch 4,210,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1121432,0.013614,0.102295,0.013913,0.100269
1,1,279,HS Batch 4,211,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1166616,0.041783,0.07825,0.023635,0.054769
1,1,280,HS Batch 4,212,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1157161,0.08578,0.070534,0.036265,0.077767
1,1,281,Name,213,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1160037,0.029222,0.252979,0.013417,0.208161
1,1,282,HS Batch 4,214,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1209801,0.021767,0.165397,0.010302,0.087243
1,1,283,HS Batch 4,215,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1193152,0.043705,0.221709,0.019931,0.196047
1,1,284,HS Batch 4,216,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1162518,0.038619,0.239112,0.016608,0.238064
1,1,285,HS Batch 4,217,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1155210,0.016244,0.350042,0.009236,0.284984
1,1,286,HS Batch 4,218,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1179611,0.013868,0.236696,0.004962,0.129314
1,1,287,HS Batch 4,219,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1151241,0.016828,0.25178,0.006701,0.22934
1,1,288,HS Batch 4,220,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1124413,0.007799,0.21099,0.00326,0.177647
1,1,291,HS Batch 4,221,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1177048,0.00447,0.124464,0.002068,0.06907
1,1,292,HS Batch 4,222,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1190313,0.005821,0.261727,0.004914,0.250306
2,2,28,HS Batch 5-2,222,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1151073,0.00624,0.261806,0.003597,0.267917
1,1,293,HS Batch 4,223,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1152904,0.006018,0.155469,0.003599,0.107277
1,1,294,HS Batch 4,224,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1194531,0.051055,0.364585,0.02485,0.303346
1,1,295,HS Batch 4,225,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1165530,0.011166,0.297429,0.008089,0.244131
1,1,296,HS Batch 4,226,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1203525,0.026937,0.216172,0.025681,0.149369
1,1,297,HS Batch 4,227,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1252973,0.013643,0.184114,0.004688,0.104604
1,1,298,HS Batch 4,228,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1232892,0.028543,0.192369,0.012576,0.146044
1,1,299,HS Batch 4,229,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1259522,0.138785,0.297601,0.063404,0.3213
1,1,300,HS Batch 4,230,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1202820,0.016077,0.184475,0.005819,0.137245
1,1,301,HS Batch 4,231,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1194006,0.005911,0.102521,0.002628,0.075246
1,1,302,HS Batch 4,232,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1263052,0.00381,0.108487,0.002254,0.069307
1,1,303,HS Batch 4,233,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1233307,0.008199,0.285787,0.004991,0.214101
2,2,29,HS Batch 5-2,234,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1119429,0.04274,0.092652,0.036565,0.111347
2,2,30,HS Batch 5-2,235,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1112813,0.057957,0.128051,0.026735,0.112011
2,2,31,HS Batch 5-2,236,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1129279,0.150908,0.131283,0.107352,0.159753
2,2,32,HS Batch 5-2,237,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1142018,0.06437,0.062874,0.044405,0.07982
2,2,33,HS Batch 5-2,238,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1101656,0.026627,0.18754,0.019262,0.212801
2,2,34,HS Batch 5-2,239,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1083803,0.013657,0.329615,0.005931,0.385573
2,2,35,HS Batch 5-2,240,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1066063,0.043903,0.142233,0.022118,0.141537
2,2,36,HS Batch 5-2,241,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1163888,0.105499,0.084919,0.06121,0.113242
2,2,37,HS Batch 5-2,242,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1128783,0.050599,0.098591,0.035269,0.094529
2,2,38,HS Batch 5-2,243,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1112298,0.015634,0.265662,0.008098,0.27977
2,2,39,HS Batch 5-2,244,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1089257,0.007579,0.272163,0.004206,0.218968
2,2,42,HS Batch 5-2,245,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1081857,0.00829,0.160844,0.004349,0.130715
2,2,43,HS Batch 5-2,246,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1078410,0.004249,0.138379,0.002095,0.091077
2,2,44,HS Batch 5-2,247,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1113015,0.04249,0.170971,0.014895,0.172399
2,2,45,HS Batch 5-2,248,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1080248,0.002449,0.050213,0.001097,0.031487
2,2,46,HS Batch 5-2,249,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1089712,0.043468,0.116832,0.018631,0.083253
2,2,47,HS Batch 5-2,250,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1139264,0.035295,0.134842,0.012485,0.111949
2,2,48,HS Batch 5-2,251,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1102164,0.012239,0.166617,0.007484,0.141387
2,2,49,HS Batch 5-2,252,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1131037,0.011822,0.108186,0.004743,0.080532
2,2,50,HS Batch 5-2,253,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1135123,0.081925,0.053684,0.052915,0.080685
2,2,51,HS Batch 5-2,254,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1145628,0.011299,0.146333,0.00499,0.126172
2,2,52,HS Batch 5-2,255,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1153808,0.044909,0.075022,0.020982,0.088833
2,2,53,HS Batch 5-2,256,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1095183,0.018339,0.219034,0.006184,0.258208
2,2,54,HS Batch 5-2,257,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1127624,0.044365,0.350227,0.0194,0.393766
2,2,57,HS Batch 5-2,258,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1115672,0.015833,0.124671,0.004631,0.079675
2,2,58,HS Batch 5-2,259,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1106195,0.010933,0.266057,0.005182,0.222311
2,2,59,HS Batch 5-2,260,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1124924,0.042746,0.098837,0.014591,0.103691
2,2,60,HS Batch 5-2,261,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1081188,0.004861,0.13521,0.001151,0.064284
2,2,61,HS Batch 5-2,262,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1049583,0.006821,0.217064,0.003369,0.201895
2,2,62,HS Batch 5-2,263,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1159035,0.065143,0.175745,0.026554,0.17728
2,2,63,HS Batch 5-2,264,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1097605,0.010431,0.264685,0.0042,0.247671
2,2,64,HS Batch 5-2,265,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1127196,0.008261,0.29044,0.004125,0.23616
2,2,65,HS Batch 5-2,266,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1176172,0.007515,0.247195,0.004076,0.228307
2,2,66,HS Batch 5-2,267,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1088977,0.035412,0.202365,0.012101,0.150691
2,2,67,HS Batch 5-2,268,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1141405,0.127594,0.344744,0.046766,0.342415
2,2,68,HS Batch 5-2,269,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1128903,0.078231,0.160954,0.037843,0.169176
2,2,69,HS Batch 5-2,270,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1198252,0.004016,0.139679,0.001789,0.086702
2,2,72,HS Batch 5-2,271,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1138116,0.023031,0.229637,0.008293,0.179116
2,2,73,HS Batch 5-2,272,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1138983,0.048374,0.132652,0.014944,0.111944
2,2,74,HS Batch 5-2,273,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1129438,0.028478,0.292071,0.012637,0.334206
2,2,75,HS Batch 5-2,274,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1137600,0.010168,0.196437,0.005115,0.181248
2,2,76,HS Batch 5-2,275,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1102223,0.002438,0.138776,0.002158,0.157196
2,2,77,HS Batch 5-2,276,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1157836,0.026742,0.178998,0.018267,0.220916
2,2,78,HS Batch 5-2,277,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1151842,0.023549,0.204641,0.009627,0.159216
2,2,79,HS Batch 5-2,278,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1148381,0.012314,0.19807,0.009609,0.224889
2,2,80,HS Batch 5-2,279,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1160458,0.065357,0.019628,0.03819,0.0196
2,2,81,HS Batch 5-2,280,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1091699,0.011528,0.232549,0.003539,0.17739
2,2,82,HS Batch 5-2,281,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1127037,0.043983,0.023632,0.026514,0.035269
2,2,83,HS Batch 5-2,282,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1146098,0.005901,0.091031,0.001978,0.06545
2,2,84,HS Batch 5-2,283,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1157584,0.010645,0.051915,0.003157,0.037893
2,2,87,HS Batch 5-2,284,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1145918,0.006622,0.182895,0.002998,0.175711
2,2,88,HS Batch 5-2,285,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1105963,0.038444,0.195703,0.010758,0.154139
2,2,89,HS Batch 5-2,286,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1150162,0.043747,0.251238,0.017588,0.23128
2,2,90,HS Batch 5-2,287,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1154103,0.006372,0.254492,0.003566,0.214753
2,2,91,HS Batch 5-2,288,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1210298,0.059931,0.079134,0.021082,0.118136
2,2,92,HS Batch 5-2,289,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1163979,0.040026,0.177661,0.020327,0.163392
2,2,93,HS Batch 5-2,290,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1097183,0.038925,0.169425,0.020036,0.163588
2,2,94,HS Batch 5-2,291,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1227421,0.010368,0.141675,0.003312,0.12473
2,2,95,HS Batch 5-2,292,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1211285,0.092309,0.189408,0.038567,0.2271
2,2,96,HS Batch 5-2,293,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1193986,0.009592,0.333884,0.005646,0.288589
2,2,97,HS Batch 5-2,294,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1240121,0.165516,0.21805,0.073386,0.286852
2,2,98,HS Batch 5-2,295,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1143650,0.012909,0.201563,0.002352,0.115698
2,2,99,HS Batch 5-2,296,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1111486,0.016957,0.177343,0.006379,0.158854
2,2,102,HS Batch 5-2,297,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1178716,0.043506,0.209159,0.020674,0.171437
2,2,103,HS Batch 5-2,298,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1103121,0.014434,0.308922,0.006557,0.299089
2,2,104,HS Batch 5-2,299,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1159658,0.002232,0.045269,0.001077,0.027138
2,2,105,HS Batch 5-2,300,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1161582,0.015893,0.540583,0.012834,0.480459
2,2,106,HS Batch 5-2,301,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1209165,0.010386,0.257156,0.005537,0.241394
2,2,107,HS Batch 5-2,302,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1209815,0.006624,0.126112,0.001812,0.073975
2,2,108,HS Batch 5-2,303,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1170412,0.004857,0.079119,0.00113,0.04737
2,2,109,HS Batch 5-2,304,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1266917,0.010768,0.107486,0.003173,0.075489
2,2,110,HS Batch 5-2,305,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1185202,0.01006,0.215706,0.002768,0.145458
2,2,111,HS Batch 5-2,306,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1200324,0.006051,0.177203,0.00355,0.158369
2,2,112,HS Batch 5-2,307,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1283331,0.004555,0.147023,0.002334,0.135833
2,2,113,HS Batch 5-2,308,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1157253,0.016882,0.228519,0.005178,0.198806
2,2,114,HS Batch 5-2,309,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1295243,0.029236,0.10572,0.018823,0.102514
3,1,3,HS Batch 6,310,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1319949,0.004776,0.424661,0.006343,0.314156
3,1,4,HS Batch 6,311,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1301953,0.02504,0.142699,0.013248,0.121244
3,1,5,HS Batch 6,312,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1251016,0.006263,0.240899,0.004858,0.174388
3,1,6,HS Batch 6,313,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1301631,0.005448,0.101921,0.0026,0.061102
3,1,7,HS Batch 6,314,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1318234,0.067227,0.266084,0.03394,0.266706
3,1,8,HS Batch 6,316,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1318494,0.008443,0.211169,0.006462,0.191162
3,1,9,HS Batch 6,317,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1359002,0.002184,0.18837,0.003473,0.207032
3,1,10,HS Batch 6,318,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1488751,0.004625,0.125037,0.003772,0.107678
3,1,13,HS Batch 6,319,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1387873,0.037113,0.078566,0.023181,0.04992
3,1,14,HS Batch 6,320,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1383845,0.075884,0.0658,0.046583,0.073667
3,1,15,HS Batch 6,321,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1400382,0.009997,0.135574,0.005743,0.136929
3,1,16,HS Batch 6,322,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1408585,0.030906,0.106719,0.016475,0.052933
3,1,17,HS Batch 6,323,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1348540,0.014128,0.237994,0.01115,0.188849
3,1,18,HS Batch 6,324,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1347344,0.016728,0.298079,0.0124,0.375616
1,1,25,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,539990,0.01485,0.401858,0.012397,0.34825
1,1,26,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,563466,0.018318,0.456844,0.013172,0.389515
1,1,39,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,604580,0.017626,0.38853,0.012041,0.338064
1,1,40,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,590663,0.021364,0.498051,0.014129,0.412177
1,1,54,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,606767,0.015861,0.433431,0.011871,0.367068
1,1,55,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,645452,0.019496,0.476785,0.013923,0.396978
1,1,69,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,684560,0.016392,0.402478,0.009966,0.332934
1,1,70,HS Batch 1,ctrl-1,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,673395,0.018998,0.468692,0.013398,0.388121
1,1,73,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1036252,0.04283,0.336945,0.017064,0.274329
1,1,74,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1071014,0.036484,0.338306,0.016939,0.274362
1,1,88,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1065988,0.033224,0.34662,0.016554,0.271834
1,1,89,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1058872,0.037637,0.362684,0.018771,0.289754
1,1,103,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1078342,0.034024,0.339293,0.016632,0.269411
1,1,104,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1062909,0.038278,0.369219,0.018462,0.286789
1,1,118,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1060946,0.045872,0.352043,0.017542,0.268312
1,1,119,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1075640,0.044171,0.368479,0.018082,0.267791
1,1,133,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1056887,0.03851,0.357455,0.017761,0.275329
1,1,134,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1083476,0.046451,0.375513,0.019275,0.280679
1,1,148,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1096146,0.03886,0.351909,0.017467,0.262049
1,1,149,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1113284,0.041981,0.354758,0.017342,0.27607
1,1,163,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1081465,0.036729,0.358345,0.016518,0.280027
1,1,164,HS Batch 2,ctrl-2,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1147802,0.034715,0.365823,0.019183,0.283683
1,1,167,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1175040,0.017463,0.370488,0.012366,0.287086
1,1,168,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1228881,0.01816,0.387586,0.012923,0.28862
1,1,182,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1257941,0.018138,0.385579,0.01232,0.282854
1,1,183,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1252975,0.019968,0.399384,0.012744,0.295528
1,1,195,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1202679,0.018064,0.403756,0.013411,0.310073
1,1,196,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1301306,0.023525,0.359621,0.011954,0.274285
1,1,211,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1233220,0.018957,0.39899,0.010957,0.274021
1,1,212,HS Batch 3,ctrl-3,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1286815,0.018818,0.380561,0.01256,0.266088
1,1,215,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1109150,0.016043,0.334835,0.009418,0.272157
1,1,216,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1183912,0.018198,0.356213,0.010975,0.292653
1,1,230,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1208772,0.013386,0.344902,0.010054,0.258917
1,1,231,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1197875,0.017907,0.38105,0.012443,0.295315
1,1,245,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1193476,0.020938,0.350061,0.010705,0.258382
1,1,246,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1231180,0.024947,0.378117,0.012758,0.278556
1,1,260,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1255636,0.02172,0.332097,0.011084,0.255939
1,1,261,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1287467,0.022815,0.367304,0.012119,0.275517
1,1,274,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1292952,0.016696,0.340423,0.011111,0.257631
1,1,275,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1275498,0.018731,0.392509,0.013571,0.293928
1,1,289,HS Batch 4,ctrl-4,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1316943,0.016648,0.351583,0.010846,0.261254
