Analys.batch,std.batch,#,ID,Chem.ID,redo.flag,PG.wts,Scin.DW,Scort.DW,Tdin.DW,Tcin.DW,IS Area,Scn.Conc.,Scort.Conc.,Tdin.Conc.,Tcin.Conc.
1,1,153,HS Batch 2,107,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1326521,0.058869,0.248708,0.020336,0.221628
1,1,154,HS Batch 2,108,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1367206,0.033578,0.241693,0.012333,0.221875
1,1,155,HS Batch 2,109,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1551629,0.105351,0.14922,0.068096,0.127503
1,1,156,HS Batch 2,110,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1475550,0.031075,0.168818,0.010749,0.101361
1,1,157,HS Batch 2,111,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1400883,0.007424,0.10944,0.003308,0.078015
1,1,158,HS Batch 2,112,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1402865,0.014744,0.154286,0.003618,0.084745
1,1,159,HS Batch 2,113,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1454825,0.008564,0.091967,0.002196,0.04462
1,1,160,HS Batch 2,114,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1427272,0.031224,0.217391,0.009597,0.18499
1,1,161,HS Batch 2,115,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1473991,0.029062,0.128456,0.016502,0.100812
1,1,162,HS Batch 2,116,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1568691,0.14634,0.222968,0.047109,0.211452
1,1,169,HS Batch 3,117,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1095010,0.01834,0.237853,0.010607,0.193165
1,1,170,HS Batch 3,118,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1080082,0.005954,0.261286,0.004812,0.173272
1,1,171,HS Batch 3,119,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1102429,0.012915,0.212317,0.0052,0.112647
1,1,172,HS Batch 3,120,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1134006,0.02552,0.114515,0.010256,0.090586
1,1,173,HS Batch 3,121,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1134442,0.046101,0.244051,0.02032,0.17529
1,1,174,HS Batch 3,122,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1115232,0.069626,0.155123,0.050071,0.162992
1,1,175,HS Batch 3,123,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1108997,0.003057,0.06128,0.0016,0.035396
1,1,176,HS Batch 3,124,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1082018,0.009684,0.106051,0.003059,0.062672
1,1,177,HS Batch 3,125,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1083988,0.030087,0.238555,0.007736,0.177875
1,1,178,HS Batch 3,126,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1089680,0.025051,0.126367,0.028868,0.127852
1,1,179,HS Batch 3,127,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1125790,0.069351,0.054315,0.019763,0.054056
1,1,180,HS Batch 3,128,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1097605,0.013971,0.173999,0.005115,0.114857
1,1,181,HS Batch 3,129,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1135614,0.032598,0.061435,0.017993,0.059343
1,1,184,HS Batch 3,130,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1116329,0.032629,0.253164,0.017866,0.235396
1,1,185,HS Batch 3,131,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1150465,0.031747,0.118191,0.019838,0.101147
1,1,186,HS Batch 3,132,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1113429,0.005464,0.09608,0.002167,0.047572
1,1,187,HS Batch 3,133,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1184008,0.03364,0.036717,0.016687,0.031811
1,1,188,HS Batch 3,134,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1159475,0.042138,0.141597,0.022289,0.129829
1,1,189,HS Batch 3,135,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1214710,0.045922,0.132102,0.027855,0.169809
1,1,190,HS Batch 3,136,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1135738,0.016996,0.32602,0.006032,0.248399
1,1,191,HS Batch 3,137,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1177018,0.069934,0.157298,0.056598,0.127867
1,1,192,HS Batch 3,138,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1153441,0.006323,0.107707,0.002516,0.068694
1,1,193,HS Batch 3,139,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1183021,0.005704,0.235511,0.005209,0.211875
1,1,194,HS Batch 3,140,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1191180,0.005903,0.030209,0.002466,0.022514
1,1,197,HS Batch 3,141,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1147414,0.139183,0.048124,0.08428,0.069239
1,1,198,HS Batch 3,142,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1174815,0.107891,0.034256,0.056553,0.037374
1,1,199,HS Batch 3,143,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1189400,0.062494,0.199775,0.030921,0.173483
1,1,200,HS Batch 3,144,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1134176,0.032588,0.105376,0.015055,0.086837
1,1,201,HS Batch 3,145,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1200661,0.148153,0.041205,0.133375,0.0995
1,1,202,HS Batch 3,146,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1233408,0.019571,0.132103,0.009165,0.120385
1,1,203,HS Batch 3,147,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1212460,0.071035,0.064315,0.035826,0.089891
1,1,204,HS Batch 3,148,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1220929,0.017425,0.31582,0.007753,0.329337
1,1,205,HS Batch 3,149,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1141673,0.049189,0.310331,0.016643,0.243122
1,1,206,HS Batch 3,150,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1181404,0.01268,0.138971,0.004597,0.082479
1,1,207,HS Batch 3,151,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1241080,0.100908,0.205796,0.046466,0.227772
1,1,208,HS Batch 3,152,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1203751,0.033521,0.150259,0.015242,0.144583
1,1,209,HS Batch 3,153,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1214655,0.008523,0.193853,0.002936,0.106298
1,1,210,HS Batch 3,154,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1198321,0.002896,0.122256,0.00191,0.076125
1,1,217,HS Batch 4,155,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1224713,0.060559,0.061016,0.026141,0.083113
1,1,218,HS Batch 4,156,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1131466,0.065561,0.106007,0.031221,0.120866
1,1,219,HS Batch 4,157,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1117262,0.024799,0.195021,0.008299,0.142489
1,1,220,HS Batch 4,158,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1095665,0.025915,0.184715,0.013897,0.152218
1,1,221,HS Batch 4,159,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1127649,0.020668,0.154375,0.00424,0.098487
1,1,222,HS Batch 4,160,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1141760,0.145019,0.187483,0.048685,0.217515
1,1,223,HS Batch 4,161,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1106698,0.082797,0.101228,0.047555,0.124476
1,1,224,HS Batch 4,162,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1166177,0.004595,0.150504,0.002328,0.093487
1,1,225,HS Batch 4,163,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1149224,0.008607,0.155805,0.003876,0.097528
1,1,226,HS Batch 4,164,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1107925,0.043363,0.135919,0.013472,0.090526
1,1,227,HS Batch 4,165,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1204398,0.044746,0.189963,0.027549,0.228782
1,1,228,HS Batch 4,166,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1114559,0.02103,0.299363,0.011999,0.232986
1,1,229,HS Batch 4,167,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1141968,0.005416,0.166545,0.003943,0.143319
1,1,232,HS Batch 4,168,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1113664,0.01529,0.355098,0.009888,0.322094
1,1,233,HS Batch 4,169,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1256043,0.010375,0.225329,0.00444,0.132711
1,1,234,HS Batch 4,170,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1110396,0.007729,0.115363,0.00643,0.101843
1,1,235,HS Batch 4,171,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1104706,0.136012,0.010855,0.100485,0.013698
1,1,236,HS Batch 4,172,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1116993,0.01017,0.231819,0.003634,0.143176
1,1,237,HS Batch 4,173,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1076033,0.019953,0.079513,0.0124,0.066386
1,1,238,HS Batch 4,174,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1160698,0.027972,0.081912,0.012638,0.061104
1,1,239,HS Batch 4,175,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1101753,0.025776,0.19255,0.0077,0.164293
1,1,240,HS Batch 4,176,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1104924,0.018072,0.169613,0.007725,0.138969
1,1,241,HS Batch 4,177,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1111400,0.062606,0.203378,0.019666,0.142365
1,1,242,HS Batch 4,178,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1143047,0.031157,0.209344,0.015325,0.154657
1,1,243,HS Batch 4,179,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1111821,0.010805,0.344041,0.005381,0.239558
1,1,244,HS Batch 4,180,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1131823,0.12472,0.070269,0.054218,0.100822
1,1,247,HS Batch 4,181,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1289802,0.041883,0.178166,0.015011,0.150532
1,1,248,HS Batch 4,182,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1128403,0.034762,0.158906,0.012319,0.122806
