Analys.batch,std.batch,#,ID,Chem.ID,PG.wts,Scin.DW,Scort.DW,Tdin.DW,Tcin.DW,redo.flag,Type,Std. Conc,Scn.RT,Scn.Area,Scn.IS Area,Scn.Response,Scn.Detection Flags,Scn.Conc.,Scn.pctDev,Scort.Std. Conc,,Scort.RT,Scort.Area,Scort.IS Area,Scort.Response,Scort.Detection Flags,Scort.Conc.,Scort.pctDev,Tdin.Std. Conc,Tdin.RT,Tdin.Area,Tdin.IS Area,Tdin.Response,Tdin.Detection Flags,Tdin.Conc.,Tdin.pctDev,Tcin.Std. Conc,Tcin.RT,Tcin.Area,Tcin.IS Area,Tcin.Response,Tcin.Detection Flags,Tcin.Conc.,Tcin.pctDev
1,1,123,HS Batch 2,80,23.9,0.47449205,2.249048536,0.194941255,1.735576444,,Analyte,,2.65,82057,1136549,0.072,bb,0.03468,,,,5.78,1284030,1136549,1.13,bb,0.16438,,,10.02,85276,1136549,0.075,bb,0.014248,,,15.94,1408130,1136549,1.239,bb,0.126851,
1,1,124,HS Batch 2,81,22.7,0.654014405,2.920239648,0.283928194,2.031275022,,Analyte,,2.65,107436,1143406,0.094,bb,0.045401,,,,5.78,1567077,1143406,1.371,bb,0.20272,,,10.02,118055,1143406,0.103,bb,0.01971,,,15.94,1561850,1143406,1.366,bb,0.141009,
1,1,125,HS Batch 2,82,28,2.726199,2.44293525,1.624816286,2.998251321,,Analyte,,2.65,500394,1156034,0.433,bb,0.233436,,,,5.78,1630305,1156034,1.41,bb,0.209181,,,10.02,745738,1156034,0.645,bb,0.139128,,,15.94,2681162,1156034,2.319,bb,0.256731,
1,1,126,HS Batch 2,83,21.8,0.0684,0.57357,0.020385,0.35289,,Analyte,,2.65,10815,1120651,0.01,bb,0.00456,,,,5.8,310325,1120651,0.277,bb,0.038238,,,10.02,8119,1120651,0.007,bb,0.001359,,,15.96,272871,1120651,0.243,bb,0.023526,
1,1,127,HS Batch 2,84,28.8,0.567810521,3.35611,0.207690417,2.651742917,,Analyte,,2.65,117313,1136398,0.103,bb,0.050009,,,,5.78,2179666,1136398,1.918,bb,0.295584,,,10.02,109038,1136398,0.096,bb,0.018292,,,15.94,2432351,1136398,2.14,bb,0.233548,
1,1,128,HS Batch 2,85,21,0.796167143,3.047017143,0.349516286,2.754289857,,Analyte,,2.65,120061,1138218,0.105,bb,0.05113,,,,5.78,1510379,1138218,1.327,bb,0.19568,,,10.02,133480,1138218,0.117,bb,0.022446,,,15.96,1909521,1138218,1.678,bb,0.176881,
1,1,129,HS Batch 2,86,27.5,0.365027127,1.565022,0.101084618,1.0487544,,Analyte,,2.65,76402,1192880,0.064,bb,0.030698,,,,5.8,1094102,1192880,0.917,bb,0.131615,,,10.04,53691,1192880,0.045,bb,0.008501,,,15.97,1050534,1192880,0.881,bb,0.088198,
1,1,130,HS Batch 2,87,20.4,0.154411324,0.881874118,0.041131471,0.491189265,,Analyte,,2.65,23338,1147927,0.02,bb,0.009633,,,,5.8,454257,1147927,0.396,bb,0.055016,,,10.02,15684,1147927,0.014,bb,0.002566,,,15.97,362666,1147927,0.316,bb,0.030643,
1,1,131,HS Batch 2,88,29.5,0.173420847,1.305893898,0.038785525,0.736226644,,Analyte,,2.65,39968,1214427,0.033,bb,0.015645,,,,5.8,1002808,1214427,0.826,bb,0.11781,,,10.02,22609,1214427,0.019,bb,0.003499,,,15.97,815315,1214427,0.671,bb,0.066418,
1,1,132,HS Batch 2,89,29.5,0.352406237,2.270809932,0.077072237,1.477840475,,Analyte,,2.65,80576,1215491,0.066,bb,0.031792,,,,5.8,1681889,1215491,1.384,bb,0.204859,,,10.04,44814,1215491,0.037,bb,0.006953,,,15.97,1576831,1215491,1.297,bb,0.133322,
1,1,135,HS Batch 2,90,24.6,0.30738,1.448570122,0.113679024,1.225585366,,Analyte,,2.65,57358,1183956,0.048,bb,0.023124,,,,5.8,907664,1183956,0.767,bb,0.108975,,,10.02,53607,1183956,0.045,bb,0.008552,,,15.96,1087518,1183956,0.919,bb,0.0922,
1,1,136,HS Batch 2,91,20.1,0.234382537,2.267330149,0.063691791,1.693632239,,Analyte,,2.65,38245,1261040,0.03,bb,0.014407,,,,5.8,1220759,1261040,0.968,bb,0.139368,,,10.02,26257,1261040,0.021,bb,0.003915,,,15.96,1299060,1261040,1.03,bb,0.104104,
1,1,137,HS Batch 2,92,27.9,1.110803763,2.968409892,0.290842473,2.556659462,,Analyte,,2.65,229632,1203607,0.191,bb,0.094775,,,,5.78,2015822,1203607,1.675,bb,0.253268,,,10.02,155687,1203607,0.129,bb,0.024815,,,15.96,2429048,1203607,2.018,bb,0.218137,
1,1,138,HS Batch 2,93,25.7,0.882136576,1.359480233,0.459288677,1.374163424,,Analyte,,2.65,164568,1162344,0.142,bb,0.06933,,,,5.78,874462,1162344,0.752,bb,0.106846,,,10.02,216323,1162344,0.186,bb,0.036097,,,15.96,1239437,1162344,1.066,bb,0.108,
1,1,139,HS Batch 2,94,28.7,1.792119512,2.512898153,0.658090348,2.62620878,,Analyte,,2.65,360127,1179306,0.305,bb,0.15729,,,,5.78,1744870,1179306,1.48,bb,0.220551,,,10.02,343753,1179306,0.291,bb,0.057759,,,15.94,2495893,1179306,2.116,bb,0.230496,
1,1,140,HS Batch 2,95,28.9,1.08283391,1.246254706,0.410198304,1.481242111,,Analyte,,2.65,230960,1199503,0.193,bb,0.0957,,,,5.8,928987,1199503,0.774,bb,0.110143,,,10.02,224171,1199503,0.187,bb,0.036253,,,15.96,1530094,1199503,1.276,bb,0.130911,
1,1,141,HS Batch 2,96,22.2,0.358963514,2.861087973,0.106319189,2.045502838,,Analyte,,2.65,63691,1248287,0.051,bb,0.02437,,,,5.78,1645262,1248287,1.318,bb,0.194239,,,10.02,47767,1248287,0.038,bb,0.007218,,,15.94,1681331,1248287,1.347,bb,0.138869,
1,1,142,HS Batch 2,97,27.4,0.343767701,0.836212993,0.149787482,0.650467445,,Analyte,,2.65,74253,1234257,0.06,bb,0.028805,,,,5.78,618242,1234257,0.501,bb,0.070068,,,10.02,81707,1234257,0.066,bb,0.012551,,,15.95,684520,1234257,0.555,bb,0.054504,
1,1,143,HS Batch 2,98,25.5,2.735771765,1.974349059,1.206001647,3.000295529,,Analyte,,2.65,511064,1276065,0.401,bb,0.21334,,,,5.78,1356286,1276065,1.063,bb,0.153963,,,10.02,583698,1276065,0.457,bb,0.094046,,,15.94,2735499,1276065,2.144,bb,0.233968,
1,1,144,HS Batch 2,100,22.8,0.404648158,2.828808158,0.129623947,2.305679868,,Analyte,,2.65,78506,1331833,0.059,bb,0.028214,,,,5.8,1780176,1331833,1.337,bb,0.197238,,,10.02,63704,1331833,0.048,bb,0.009038,,,15.94,2050220,1331833,1.539,bb,0.160763,
1,1,145,HS Batch 2,101,21.3,0.215420845,2.250865352,0.079001972,1.993195493,,Analyte,,2.65,38147,1291148,0.03,bb,0.014032,,,,5.78,1310894,1291148,1.015,bb,0.146616,,,10.02,35294,1291148,0.027,bb,0.005146,,,15.94,1634435,1291148,1.266,bb,0.129832,
1,1,146,HS Batch 2,102,22.5,0.2929048,1.8050836,0.179515733,1.756847467,,Analyte,,2.65,55906,1321919,0.042,bb,0.020154,,,,5.78,1147732,1321919,0.868,bb,0.124203,,,10.02,86143,1321919,0.065,bb,0.012352,,,15.94,1566128,1321919,1.185,bb,0.120884,
1,1,147,HS Batch 2,103,23.8,1.018082899,0.919172269,0.479480924,0.761071891,,Analyte,,2.65,254504,1686380,0.151,bb,0.074099,,,,5.78,807564,1686380,0.479,bb,0.0669,,,10.02,303784,1686380,0.18,bb,0.034898,,,15.94,950050,1686380,0.563,bb,0.055393,
1,1,150,HS Batch 2,104,22.3,1.264067623,1.539744753,0.426903632,1.359205561,,Analyte,,2.65,238588,1368223,0.174,bb,0.086204,,,,5.78,1012377,1368223,0.74,bb,0.105004,,,10.02,206776,1368223,0.151,bb,0.029113,,,15.94,1263132,1368223,0.923,bb,0.092692,
1,1,151,HS Batch 2,105,20.6,0.314808932,2.332462427,0.111656214,2.10986432,,Analyte,,2.65,57909,1391245,0.042,bb,0.019832,,,,5.78,1415434,1391245,1.017,bb,0.146938,,,10.02,51887,1391245,0.037,bb,0.007034,,,15.94,1799757,1391245,1.294,bb,0.132915,
1,1,152,HS Batch 2,106,27.3,0.692629121,1.79414,0.339217582,1.012861538,,Analyte,,2.65,158152,1330681,0.119,bb,0.057825,,,,5.78,1378394,1330681,1.036,bb,0.149786,,,10.02,195775,1330681,0.147,bb,0.02832,,,15.94,1125868,1330681,0.846,bb,0.08456,
1,1,153,HS Batch 2,107,30,0.6416721,2.7109172,0.2216624,2.4157452,,Analyte,,2.65,160411,1326521,0.121,bb,0.058869,,,,5.78,2186079,1326521,1.648,bb,0.248708,,,10.02,141226,1326521,0.106,bb,0.020336,,,15.92,2714158,1326521,2.046,bb,0.221628,
1,1,154,HS Batch 2,108,22.9,0.479476245,3.451249389,0.176108777,3.168258734,,Analyte,,2.65,95630,1367206,0.07,bb,0.033578,,,,5.78,2196359,1367206,1.606,bb,0.241693,,,10.02,88959,1367206,0.065,bb,0.012333,,,15.92,2800093,1367206,2.048,bb,0.221875,
1,1,155,HS Batch 2,109,22.9,1.504357074,2.130783406,0.972375197,1.820676026,,Analyte,,2.65,327083,1551629,0.211,bb,0.105351,,,,5.78,1601580,1551629,1.032,bb,0.14922,,,10.02,527725,1551629,0.34,bb,0.068096,,,15.92,1931547,1551629,1.245,bb,0.127503,
1,1,156,HS Batch 2,110,22.3,0.455673767,2.475492646,0.157619865,1.486324978,,Analyte,,2.65,95648,1475550,0.065,bb,0.031075,,,,5.78,1708795,1475550,1.158,bb,0.168818,,,10.02,83800,1475550,0.057,bb,0.010749,,,15.94,1482293,1475550,1.005,bb,0.101361,
1,1,157,HS Batch 2,111,21.4,0.113441495,1.672284112,0.050547477,1.192098364,,Analyte,,2.65,21977,1400883,0.016,bb,0.007424,,,,5.78,1078349,1400883,0.77,bb,0.10944,,,10.02,24660,1400883,0.018,bb,0.003308,,,15.94,1097563,1400883,0.783,bb,0.078015,
1,1,158,HS Batch 2,112,22.2,0.217175135,2.272591081,0.053292162,1.248270946,,Analyte,,2.65,43532,1402865,0.031,bb,0.014744,,,,5.78,1493977,1402865,1.065,bb,0.154286,,,10.02,26997,1402865,0.019,bb,0.003618,,,15.94,1189407,1402865,0.848,bb,0.084745,
1,1,159,HS Batch 2,113,21,0.133353714,1.432057571,0.034194857,0.694797143,,Analyte,,2.65,26311,1454825,0.018,bb,0.008564,,,,5.78,947912,1454825,0.652,bb,0.091967,,,10.02,17021,1454825,0.012,bb,0.002196,,,15.94,664147,1454825,0.457,bb,0.04462,
1,1,160,HS Batch 2,114,22.3,0.457858655,3.187751435,0.140727309,2.712633632,,Analyte,,2.65,92955,1427272,0.065,bb,0.031224,,,,5.78,2084373,1427272,1.46,bb,0.217391,,,10.02,72450,1427272,0.051,bb,0.009597,,,15.92,2492144,1427272,1.746,bb,0.18499,
1,1,161,HS Batch 2,115,21.8,0.43593,1.92684,0.24753,1.51218,,Analyte,,2.65,89455,1473991,0.061,bb,0.029062,,,,5.8,1321233,1473991,0.896,bb,0.128456,,,10.04,127812,1473991,0.087,bb,0.016502,,,15.99,1473169,1473991,0.999,bb,0.100812,
1,1,162,HS Batch 2,116,24.2,1.977404132,3.012832066,0.636555496,2.857223306,,Analyte,,2.65,448563,1568691,0.286,bb,0.14634,,,,5.8,2343959,1568691,1.494,bb,0.222968,,,10.04,376909,1568691,0.24,bb,0.047109,,,16.01,3081330,1568691,1.964,bb,0.211452,
1,1,169,HS Batch 3,117,24.1,0.248845643,3.227300041,0.143920705,2.62095249,,Analyte,,2.67,42184,1095010,0.039,bb,0.01834,,,,5.82,1734062,1095010,1.584,bb,0.237853,,,10.07,61374,1095010,0.056,bb,0.010607,,,16.05,1986717,1095010,1.814,bb,0.193165,
1,1,170,HS Batch 3,118,20.8,0.09360375,4.107717404,0.075650192,2.724035769,,Analyte,,2.67,13599,1080082,0.013,bb,0.005954,,,,5.82,1859585,1080082,1.722,bb,0.261286,,,10.07,27615,1080082,0.026,bb,0.004812,,,16.05,1778837,1080082,1.647,bb,0.173272,
1,1,171,HS Batch 3,119,23.5,0.179710851,2.954368468,0.072357447,1.567471021,,Analyte,,2.65,29995,1102429,0.027,bb,0.012915,,,,5.82,1575870,1102429,1.429,bb,0.212317,,,10.07,30447,1102429,0.028,bb,0.0052,,,16.03,1222870,1102429,1.109,bb,0.112647,
1,1,172,HS Batch 3,120,25.9,0.322202317,1.445807143,0.12948695,1.143691969,,Analyte,,2.65,60552,1134006,0.053,bb,0.02552,,,,5.82,911467,1134006,0.804,bb,0.114515,,,10.07,61476,1134006,0.054,bb,0.010256,,,16.03,1024344,1134006,0.903,bb,0.090586,
1,1,173,HS Batch 3,121,21,0.717858429,3.800222714,0.316411429,2.729515714,,Analyte,,2.65,108195,1134442,0.095,bb,0.046101,,,,5.8,1838300,1134442,1.62,bb,0.244051,,,10.04,120685,1134442,0.106,bb,0.02032,,,16.01,1887859,1134442,1.664,bb,0.17529,
1,1,174,HS Batch 3,122,23,0.989900087,2.205444391,0.711879,2.317321043,,Analyte,,2.65,158546,1115232,0.142,bb,0.069626,,,,5.8,1193685,1115232,1.07,bb,0.155123,,,10.04,283971,1115232,0.255,bb,0.050071,,,15.99,1738300,1115232,1.559,bb,0.162992,
1,1,175,HS Batch 3,123,26.7,0.037439663,0.750507865,0.019595506,0.433501573,,Analyte,,2.65,7180,1108997,0.006,bb,0.003057,,,,5.8,487577,1108997,0.44,bb,0.06128,,,10.02,9459,1108997,0.009,bb,0.0016,,,15.99,403654,1108997,0.364,bb,0.035396,
1,1,176,HS Batch 3,124,24,0.1319445,1.444944875,0.041678875,0.853906,,Analyte,,2.65,22115,1082018,0.02,bb,0.009684,,,,5.8,808241,1082018,0.747,bb,0.106051,,,10.04,17616,1082018,0.016,bb,0.003059,,,15.99,686884,1082018,0.635,bb,0.062672,
1,1,177,HS Batch 3,125,27,0.364387,2.889166111,0.093691556,2.154263889,,Analyte,,2.65,68069,1083988,0.063,bb,0.030087,,,,5.8,1721147,1083988,1.588,bb,0.238555,,,10.04,44435,1083988,0.041,bb,0.007736,,,15.97,1827682,1083988,1.686,bb,0.177875,
1,1,178,HS Batch 3,126,21.2,0.386399858,1.949151368,0.445275283,1.972056792,,Analyte,,2.65,57131,1089680,0.052,bb,0.025051,,,,5.8,961709,1089680,0.883,bb,0.126367,,,10.04,163331,1089680,0.15,bb,0.028868,,,15.97,1359929,1089680,1.248,bb,0.127852,
1,1,179,HS Batch 3,127,22.8,0.994639342,0.778991447,0.283443026,0.775276842,,Analyte,,2.65,159441,1125790,0.142,bb,0.069351,,,,5.8,439948,1125790,0.391,bb,0.054315,,,10.04,116540,1125790,0.104,bb,0.019763,,,15.97,619379,1125790,0.55,bb,0.054056,
1,1,180,HS Batch 3,128,21.6,0.211505417,2.634151528,0.077435417,1.738807361,,Analyte,,2.65,32288,1097605,0.029,bb,0.013971,,,,5.8,1307225,1097605,1.191,bb,0.173999,,,10.04,29820,1097605,0.027,bb,0.005115,,,16.01,1239831,1097605,1.13,bb,0.114857,
1,1,181,HS Batch 3,129,29.8,0.357702886,0.674135738,0.197439966,0.651179899,,Analyte,,2.65,77155,1135614,0.068,bb,0.032598,,,,5.8,500514,1135614,0.441,bb,0.061435,,,10.04,107212,1135614,0.094,bb,0.017993,,,16.03,683885,1135614,0.602,bb,0.059343,
1,1,184,HS Batch 3,130,23,0.463899261,3.599331652,0.254007913,3.346717043,,Analyte,,2.65,75916,1116329,0.068,bb,0.032629,,,,5.8,1868964,1116329,1.674,bb,0.253164,,,10.04,104664,1116329,0.094,bb,0.017866,,,16.01,2405560,1116329,2.155,bb,0.235396,
1,1,185,HS Batch 3,131,24.8,0.418599556,1.558405524,0.261573629,1.333672137,,Analyte,,2.65,76160,1150465,0.066,bb,0.031747,,,,5.8,952918,1150465,0.828,bb,0.118191,,,10.04,119542,1150465,0.104,bb,0.019838,,,16.03,1153432,1150465,1.003,bb,0.101147,
1,1,186,HS Batch 3,132,29.1,0.061399588,1.079661856,0.024350825,0.534571959,,Analyte,,2.65,12869,1113429,0.012,bb,0.005464,,,,5.8,756626,1113429,0.68,bb,0.09608,,,10.02,12851,1113429,0.012,bb,0.002167,,,16.03,541037,1113429,0.486,bb,0.047572,
1,1,187,HS Batch 3,133,20.4,0.539229412,0.588551912,0.267482794,0.509911618,,Analyte,,2.65,82967,1184008,0.07,bb,0.03364,,,,5.8,315022,1184008,0.266,bb,0.036717,,,10.04,103799,1184008,0.088,bb,0.016687,,,16.03,388076,1184008,0.328,bb,0.031811,
1,1,188,HS Batch 3,134,20.9,0.659288325,2.215417177,0.348732201,2.031295837,,Analyte,,2.65,101297,1159475,0.087,bb,0.042138,,,,5.8,1139324,1159475,0.983,bb,0.141597,,,10.04,135040,1159475,0.116,bb,0.022289,,,16.01,1467728,1159475,1.266,bb,0.129829,
1,1,189,HS Batch 3,135,21.7,0.692004332,1.990661475,0.419750461,2.558872949,,Analyte,,2.65,115411,1214710,0.095,bb,0.045922,,,,5.8,1118016,1214710,0.92,bb,0.132102,,,10.04,175853,1214710,0.145,bb,0.027855,,,16.01,1964609,1214710,1.617,bb,0.169809,
1,1,190,HS Batch 3,136,21.2,0.262155283,5.028704717,0.093040755,3.831437406,,Analyte,,2.65,40576,1135738,0.036,bb,0.016996,,,,5.8,2369737,1135738,2.087,bb,0.32602,,,10.04,36361,1135738,0.032,bb,0.006032,,,16.01,2561873,1135738,2.256,bb,0.248399,
1,1,191,HS Batch 3,137,20.4,1.121000882,2.521394412,0.907232647,2.049632794,,Analyte,,2.65,168041,1177018,0.143,bb,0.069934,,,,5.8,1276303,1177018,1.084,bb,0.157298,,,10.04,336580,1177018,0.286,bb,0.056598,,,16.01,1469080,1177018,1.248,bb,0.127867,
1,1,192,HS Batch 3,138,24.2,0.085438884,1.455379711,0.03399719,0.928220579,,Analyte,,2.65,15420,1153441,0.013,bb,0.006323,,,,5.8,874446,1153441,0.758,bb,0.107707,,,10.04,15456,1153441,0.013,bb,0.002516,,,16.01,799889,1153441,0.693,bb,0.068694,
1,1,193,HS Batch 3,139,20.9,0.089244402,3.68478933,0.081499665,3.314982057,,Analyte,,2.65,14272,1183021,0.012,bb,0.005704,,,,5.8,1856902,1183021,1.57,bb,0.235511,,,10.04,32733,1183021,0.028,bb,0.005209,,,15.99,2327823,1183021,1.968,bb,0.211875,
1,1,194,HS Batch 3,140,23.6,0.081791568,0.418573856,0.034168729,0.311952458,,Analyte,,2.65,14871,1191180,0.012,bb,0.005903,,,,5.8,261439,1191180,0.219,bb,0.030209,,,10.04,15641,1191180,0.013,bb,0.002466,,,16.01,277721,1191180,0.233,bb,0.022514,
1,1,197,HS Batch 3,141,25.9,1.757252548,0.607588726,1.064075676,0.874175792,,Analyte,,2.65,313363,1147414,0.273,bb,0.139183,,,,5.8,398292,1147414,0.347,bb,0.048124,,,10.04,475106,1147414,0.414,bb,0.08428,,,15.97,801779,1147414,0.699,bb,0.069239,
1,1,198,HS Batch 3,142,25.2,1.400014167,0.444512381,0.7338425,0.484972143,,Analyte,,2.65,253252,1174815,0.216,bb,0.107891,,,,5.8,291914,1174815,0.248,bb,0.034256,,,10.04,335700,1174815,0.286,bb,0.056553,,,15.99,451014,1174815,0.384,bb,0.037374,
1,1,199,HS Batch 3,143,27.4,0.745822555,2.384176095,0.369020693,2.070399307,,Analyte,,2.65,152376,1189400,0.128,bb,0.062494,,,,5.8,1608480,1189400,1.352,bb,0.199775,,,10.04,190580,1189400,0.16,bb,0.030921,,,15.99,1961017,1189400,1.649,bb,0.173483,
1,1,200,HS Batch 3,144,23.6,0.451537119,1.460082712,0.208601059,1.203207585,,Analyte,,2.65,77033,1134176,0.068,bb,0.032588,,,,5.8,842045,1134176,0.742,bb,0.105376,,,10.02,89844,1134176,0.079,bb,0.015055,,,15.99,984180,1134176,0.868,bb,0.086837,
1,1,201,HS Batch 3,145,21.5,2.253303767,0.626699302,2.028540698,1.513325581,,Analyte,,2.65,347211,1200661,0.289,bb,0.148153,,,,5.8,357850,1200661,0.298,bb,0.041205,,,10.02,747145,1200661,0.622,bb,0.133375,,,15.99,1185268,1200661,0.987,bb,0.0995,
1,1,202,HS Batch 3,146,23.6,0.271174449,1.830410212,0.126989619,1.668046398,,Analyte,,2.65,50671,1233408,0.041,bb,0.019571,,,,5.8,1135234,1233408,0.92,bb,0.132103,,,10.04,59818,1233408,0.048,bb,0.009165,,,15.99,1455660,1233408,1.18,bb,0.120385,
1,1,203,HS Batch 3,147,24.5,0.948099796,0.858408367,0.478167429,1.199769673,,Analyte,,2.65,175718,1212460,0.145,bb,0.071035,,,,5.8,558776,1212460,0.461,bb,0.064315,,,10.02,224013,1212460,0.185,bb,0.035826,,,15.99,1087228,1212460,0.897,bb,0.089891,
1,1,204,HS Batch 3,148,25.5,0.22345,4.049927059,0.099420824,4.223262706,,Analyte,,2.65,44711,1220929,0.037,bb,0.017425,,,,5.8,2479295,1220929,2.031,bb,0.31582,,,10.02,50159,1220929,0.041,bb,0.007753,,,15.95,3467705,1220929,2.84,bb,0.329337,
1,1,205,HS Batch 3,149,26.2,0.613923779,3.873215153,0.207719885,3.034385267,,Analyte,,2.65,115979,1141673,0.102,bb,0.049189,,,,5.78,2283747,1141673,2,bb,0.310331,,,10.02,99829,1141673,0.087,bb,0.016643,,,15.94,2528820,1141673,2.215,bb,0.243122,
1,1,206,HS Batch 3,150,29,0.142977931,1.567017828,0.051835138,0.930021828,,Analyte,,2.65,31563,1181404,0.027,bb,0.01268,,,,5.78,1140605,1181404,0.965,bb,0.138971,,,9.99,28860,1181404,0.024,bb,0.004597,,,15.92,976108,1181404,0.826,bb,0.082479,
1,1,207,HS Batch 3,151,26.8,1.231228209,2.511018358,0.566954552,2.779158358,,Analyte,,2.65,251222,1241080,0.202,bb,0.100908,,,,5.78,1724448,1241080,1.389,bb,0.205796,,,9.99,294311,1241080,0.237,bb,0.046466,,,15.9,2599929,1241080,2.095,bb,0.227772,
1,1,208,HS Batch 3,152,26.4,0.415203295,1.861162614,0.188792955,1.790857614,,Analyte,,2.65,84059,1203751,0.07,bb,0.033521,,,,5.78,1250598,1203751,1.039,bb,0.150259,,,9.99,96522,1203751,0.08,bb,0.015242,,,15.9,1682444,1203751,1.398,bb,0.144583,
1,1,209,HS Batch 3,153,28.6,0.097448287,2.216431154,0.033568951,1.215365245,,Analyte,,2.65,21863,1214655,0.018,bb,0.008523,,,,5.78,1598016,1214655,1.316,bb,0.193853,,,9.99,18986,1214655,0.016,bb,0.002936,,,15.9,1276042,1214655,1.051,bb,0.106298,
1,1,210,HS Batch 3,154,25.8,0.036705116,1.549523721,0.02420814,0.964840116,,Analyte,,2.65,7352,1198321,0.006,bb,0.002896,,,,5.78,1024948,1198321,0.855,bb,0.122256,,,9.99,12192,1198321,0.01,bb,0.00191,,,15.9,917078,1198321,0.765,bb,0.076125,
1,1,217,HS Batch 4,155,22.5,0.880124133,0.886765867,0.379915867,1.207908933,,Analyte,,2.67,152208,1224713,0.124,bb,0.060559,,,,5.84,536194,1224713,0.438,bb,0.061016,,,10.12,166670,1224713,0.136,bb,0.026141,,,16.16,1019300,1224713,0.832,bb,0.083113,
1,1,218,HS Batch 4,156,22.2,0.965695811,1.561454459,0.459876892,1.780323514,,Analyte,,2.67,151808,1131466,0.134,bb,0.065561,,,,5.84,844838,1131466,0.747,bb,0.106007,,,10.12,182998,1131466,0.162,bb,0.031221,,,16.14,1340309,1131466,1.185,bb,0.120866,
1,1,219,HS Batch 4,157,22.5,0.360412133,2.8343052,0.120612133,2.070840133,,Analyte,,2.67,57995,1117262,0.052,bb,0.024799,,,,5.84,1477996,1117262,1.323,bb,0.195021,,,10.11,49107,1117262,0.044,bb,0.008299,,,16.12,1540827,1117262,1.379,bb,0.142489,
1,1,220,HS Batch 4,158,21.1,0.40162109,2.862644787,0.215370569,2.359018294,,Analyte,,2.67,59397,1095665,0.054,bb,0.025915,,,,5.84,1378936,1095665,1.259,bb,0.184715,,,10.09,80206,1095665,0.073,bb,0.013897,,,16.12,1605051,1095665,1.465,bb,0.152218,
1,1,221,HS Batch 4,159,21,0.321830286,2.403839286,0.066022857,1.533583286,,Analyte,,2.67,48894,1127649,0.043,bb,0.020668,,,,5.84,1201536,1127649,1.066,bb,0.154375,,,10.09,25417,1127649,0.023,bb,0.00424,,,16.1,1102488,1127649,0.978,bb,0.098487,
1,1,222,HS Batch 4,160,27.8,1.705799029,2.205285647,0.572661691,2.558539748,,Analyte,,2.67,323787,1141760,0.284,bb,0.145019,,,,5.82,1456748,1141760,1.276,bb,0.187483,,,10.09,283070,1141760,0.248,bb,0.048685,,,16.08,2298538,1141760,2.013,bb,0.217515,
1,1,223,HS Batch 4,161,24.3,1.114181852,1.362203951,0.639937654,1.675047407,,Analyte,,2.67,185713,1106698,0.168,bb,0.082797,,,,5.82,790658,1106698,0.714,bb,0.101228,,,10.07,268307,1106698,0.242,bb,0.047555,,,16.07,1347323,1106698,1.217,bb,0.124476,
1,1,224,HS Batch 4,162,24.1,0.062347095,2.042108216,0.031587386,1.268475062,,Analyte,,2.65,11341,1166177,0.01,bb,0.004595,,,,5.82,1213419,1166177,1.041,bb,0.150504,,,10.07,14459,1166177,0.012,bb,0.002328,,,16.05,1085351,1166177,0.931,bb,0.093487,
1,1,225,HS Batch 4,163,23.6,0.119258008,2.158823517,0.053705593,1.351341356,,Analyte,,2.65,20888,1149224,0.018,bb,0.008607,,,,5.82,1235114,1149224,1.075,bb,0.155805,,,10.07,23688,1149224,0.021,bb,0.003876,,,16.05,1113247,1149224,0.969,bb,0.097528,
1,1,226,HS Batch 4,164,21.8,0.650445,2.038785,0.20208,1.35789,,Analyte,,2.65,99539,1107925,0.09,bb,0.043363,,,,5.82,1047514,1107925,0.945,bb,0.135919,,,10.07,78655,1107925,0.071,bb,0.013472,,,16.05,1000154,1107925,0.903,bb,0.090526,
1,1,227,HS Batch 4,165,25.1,0.582945896,2.474816773,0.358905299,2.980546375,,Analyte,,2.65,111573,1204398,0.093,bb,0.044746,,,,5.82,1555333,1204398,1.291,bb,0.189963,,,10.07,172498,1204398,0.143,bb,0.027549,,,16.03,2532707,1204398,2.103,bb,0.228782,
1,1,228,HS Batch 4,166,23.7,0.290160759,4.130451519,0.165555823,3.214616962,,Analyte,,2.65,49162,1114559,0.044,bb,0.02103,,,,5.8,2161422,1114559,1.939,bb,0.299363,,,10.04,70579,1114559,0.063,bb,0.011999,,,16.03,2380686,1114559,2.136,bb,0.232986,
1,1,229,HS Batch 4,167,21.6,0.081992222,2.52130625,0.059692639,2.169690417,,Analyte,,2.65,13084,1141968,0.011,bb,0.005416,,,,5.8,1305941,1141968,1.144,bb,0.166545,,,10.04,23947,1141968,0.021,bb,0.003943,,,16.03,1583301,1141968,1.386,bb,0.143319,
1,1,232,HS Batch 4,168,24.7,0.202422267,4.70109498,0.130905911,4.264159433,,Analyte,,2.65,35828,1113664,0.032,bb,0.01529,,,,5.8,2497284,1113664,2.242,bb,0.355098,,,10.04,58229,1113664,0.052,bb,0.009888,,,16.01,3108150,1113664,2.791,bb,0.322094,
1,1,233,HS Batch 4,169,29.8,0.113846477,2.472569899,0.048720805,1.456258289,,Analyte,,2.65,27493,1256043,0.022,bb,0.010375,,,,5.8,1894713,1256043,1.508,bb,0.225329,,,10.04,29645,1256043,0.024,bb,0.00444,,,16.01,1622554,1256043,1.292,bb,0.132711,
