Quantify Compound Summary Report 

Printed Tue Dec 04 12:09:22 2018

Compound 1:  Salicin_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
139	139	HS Batch 5	HS-249	Analyte		9.09	7352	994752	0.007	bbI		
140	140	HS Batch 5	HS-250	Analyte		9.12	4586	841453	0.005	bbI		
141	141	HS Batch 5	HS-251	Analyte		9.12	4252	606889	0.007	bbI		
142	142	HS Batch 5	HS-252	Analyte		9.12	4569	678748	0.007	bbI		
143	143	HS Batch 5	HS-253	Analyte		9.12	5141	585468	0.009	bbI		
144	144	HS Batch 5	HS-254	Analyte		9.12	7708	585724	0.013	bbI		
145	145	HS Batch 5	HS-255	Analyte		9.12	4972	666230	0.007	bbI		
146	146	HS Batch 5	HS-256	Analyte		9.14	6296	550131	0.011	bbI		
147	147	HS Batch 5	HS-257	Analyte		9.12	18990	563321	0.034	bbI		
148	148	HS Batch 5	HS-5_242_1911_C	Analyte		9.12	9534	612160	0.016	bbI		
149	149	HS Batch 5	HS-5_259_1911_C	Analyte		9.12	10045	592633	0.017	bbI		
150	150	HS Batch 5	HS-258	Analyte		9.14	3567	548343	0.007	bbI		
151	151	HS Batch 5	HS-259	Analyte		9.14	8986	574386	0.016	bbI		
152	152	HS Batch 5	HS-260	Analyte		9.14	14469	787409	0.018	bbI		
153	153	HS Batch 5	HS-261	Analyte		9.12	3356	521714	0.006	bbI		
154	154	HS Batch 5	HS-262	Analyte		9.14	11775	536107	0.022	bbI		
155	155	HS Batch 5	HS-263	Analyte		9.14	11013	792102	0.014	bbI		
156	156	HS Batch 5	HS-264	Analyte		9.14	10980	529925	0.021	bbI		
157	157	HS Batch 5	HS-265	Analyte		9.14	17443	726374	0.024	bbI		
158	158	HS Batch 5	HS-266	Analyte		9.14	9968	634650	0.016	bbI		
159	159	HS Batch 5	HS-267	Analyte		9.14	4585	503633	0.009	bbI		
160	160	HS Batch 5	HS-268	Analyte		9.14	15104	534358	0.028	bbI		
161	161	HS Batch 5	HS-269	Analyte		9.14	15190	563781	0.027	bbI		
162	162	HS Batch 5	HS-270	Analyte		9.17	6547	645620	0.010	bbI		
163	163	HS Batch 5	HS-5_242_1911_D	Analyte		9.17	7308	475350	0.015	bbI		
164	164	HS Batch 5	HS-5_259_1911_D	Analyte		9.17	8050	505253	0.016	bbI		
165	165	HS Batch 5	HS-271	Analyte		9.17	10862	702329	0.015	bbI		
166	166	HS Batch 5	HS-272	Analyte		9.17	6675	470268	0.014	bbI		
167	167	HS Batch 5	HS-273	Analyte		9.14	20262	1102411	0.018	bbI		
168	168	HS Batch 5	HS-274	Analyte		9.17	17418	612487	0.028	bbI		
169	169	HS Batch 5	HS-275	Analyte		9.17	892	393563	0.002	bbI		
170	170	HS Batch 5	HS-276	Analyte		9.17	5429	433864	0.013	bbI		
171	171	HS Batch 5	HS-277	Analyte		9.17	9566	813521	0.012	bbI		
172	172	HS Batch 5	HS-278	Analyte		9.17	4418	409521	0.011	bbI		
173	173	HS Batch 5	HS-279	Analyte		9.17	1090	408650	0.003	bbI		
174	174	HS Batch 5	HS-280	Analyte		9.17	5186	462089	0.011	bbI		
175	175	HS Batch 5	HS-281	Analyte		9.17	2315	450592	0.005	bbI		
176	176	HS Batch 5	HS-282	Analyte		9.17	2624	363538	0.007	bbI		
177	177	HS Batch 5	HS-283	Analyte		9.17	1780	482467	0.004	bbI		
178	178	HS Batch 5	HS-5_242_1911_E	Analyte		9.17	7708	512108	0.015	bbI		
179	179	HS Batch 5	HS-5_259_1911_E	Analyte		9.17	8178	502163	0.016	bbI		
180	180	HS Batch 5	HS-284	Analyte		9.17	7348	402393	0.018	bbI		
181	181	HS Batch 5	HS-285	Analyte		9.14	25284	988670	0.026	bbI		
182	182	HS Batch 5	HS-286	Analyte		9.17	7352	409902	0.018	bbI		
183	183	HS Batch 5	HS-287	Analyte		9.17	7488	390234	0.019	bbI		
184	184	HS Batch 5	HS-288	Analyte		9.14	5050	409297	0.012	bbI		
185	185	HS Batch 5	HS-289	Analyte		9.14	6327	337220	0.019	bbI		
186	186	HS Batch 5	HS-290	Analyte		9.14	1245	328088	0.004	bbI		
187	187	HS Batch 5	HS-291	Analyte		9.14	5504	444820	0.012	bbI		
188	188	HS Batch 5	HS-292	Analyte		9.14	6191	348654	0.018	bbI		
189	189	HS Batch 5	HS-293	Analyte		9.14	14551	463003	0.031	bbI		
190	190	HS Batch 5	HS-294	Analyte		9.14	15309	480531	0.032	bbI		
191	191	HS Batch 5	HS-295	Analyte		9.14	4941	361951	0.014	bbI		
192	192	HS Batch 5	HS-296	Analyte		9.14	7081	370270	0.019	bbI		
193	193	HS Batch 5	HS-5_242_1911_F	Analyte		9.12	5309	391121	0.014	bbI		
194	194	HS Batch 5	HS-5_259_1911_F	Analyte		9.14	6038	365996	0.016	bbI		
195	195	HS Batch 5	HS-297	Analyte		9.14	10958	608111	0.018	bbI		
196	196	HS Batch 5	HS-298	Analyte		9.12	12633	382286	0.033	bbI		
197	197	HS Batch 5	HS-299	Analyte		9.12	759	384193	0.002	bbI		
198	198	HS Batch 5	HS-300	Analyte		9.14	11446	366356	0.031	bbI		
199	199	HS Batch 5	HS-301	Analyte		9.12	17620	688814	0.026	bbI		
200	200	HS Batch 5	HS-302	Analyte		9.12	5017	745564	0.007	bbI		
201	201	HS Batch 5	HS-303	Analyte		9.14	1219	223073	0.005	bbI		
202	202	HS Batch 5	HS-304	Analyte		9.14	1923	260740	0.007	bbI		
203	203	HS Batch 5	HS-305	Analyte		9.14	2848	297336	0.010	bbI		
204	204	HS Batch 5	HS-306	Analyte		9.14	865	327892	0.003	bbI		
205	205	HS Batch 5	HS-307	Analyte		9.14	4147	236321	0.018	bbI		
206	206	HS Batch 5	HS-308	Analyte		9.14	6771	335477	0.020	bbI		
207	207	HS Batch 5	HS-309	Analyte		9.14	3152	661128	0.005	bbI		
208	208	HS Batch 5	HS-5_242_1911_G	Analyte		9.14	4927	352506	0.014	bbI		
209	209	HS Batch 5	HS-5_259_1911_G	Analyte		9.14	5663	361995	0.016	bbI		
210	210	HS Batch 5	BLANK_19112018_B	Blank		9.45	48			bb		

