Quantify Compound Summary Report 

Printed Fri Nov 09 10:38:52 2018

Compound 1:  Salicin_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
66	66	HS Batch 1	HS-36	Analyte	1.0000	5.04	7	672742	0.000	bb	0.169298	-83.1
67	67	HS Batch 1	HS-37	Analyte	1.0000			653419				
68	68	HS Batch 1	HS-38	Analyte	1.0000			666674				
69	69	HS Batch 1	HS-1_250_0711_D	Analyte	1.0000			684560				
70	70	HS Batch 1	HS-1_299_0711_D	Analyte	1.0000			673395				

Compound 10:  putative_2Oacetylsalicort_iso1_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 1	SalicinSTD_0015_0711_A	Standard	0.0000			435155				
2	2	HS Batch 1	SalicinSTD_003_0711_A	Standard	0.0000	8.17	45	450292	0.000	bb	0.055165	
3	3	HS Batch 1	SalicinSTD_015_0711_A	Standard	0.0000	8.36	5	467967	0.000	bb	0.005338	
4	4	HS Batch 1	SalicinSTD_0375_0711_A	Standard	0.0000	8.31	50	469299	0.000	bb	0.058308	
5	5	HS Batch 1	BLANK_07112018_B	Blank		8.40	59	50	1.170	bbI		
6	6	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	0.0000	8.52	5	505405	0.000	bb	0.005170	
7	7	HS Batch 1	SalicortinSTD_003_0711_A	Standard	0.0000	8.70	16	526289	0.000	bb	0.016259	
8	8	HS Batch 1	SalicortinSTD_015_0711_A	Standard	0.0000			550080				
9	9	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	0.0000	8.24	47	559202	0.000	bb	0.046169	
10	10	HS Batch 1	SalicortinSTD_075_0711_A	Standard	0.0000	8.62	116	535144	0.000	bb	0.129285	
11	11	HS Batch 1	SalicortinSTD_100_0711_A	Standard	0.0000	8.57	158	538973	0.000	bb	0.186650	
12	12	HS Batch 1	BLANK_07112018_C	Blank		8.33	60	156	0.385	bbI		
13	13	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	0.0150	8.60	179	544691	0.000	bb	0.216928	1346.2
14	14	HS Batch 1	TremulacinSTD_003_0711_A	Standard	0.0300	8.38	14	614746	0.000	bb	0.011823	-60.6
15	15	HS Batch 1	TremulacinSTD_015_0711_A	Standard	0.1500	8.65	126	650126	0.000	bb	0.113523	-24.3
16	16	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	0.3750	8.55	51	590253	0.000	bb	0.046920	-87.5
17	17	HS Batch 1	TremulacinSTD_075_0711_A	Standard	0.7500	8.57	286	632565	0.000	bb	0.363423	-51.5
18	18	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000	8.57	102	601401	0.000	bb	0.097578	-90.2
19	19	HS Batch 1	BLANK_07112018_D	Blank				286				
20	20	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	0.0000	8.55	222	592642	0.000	bb	0.260860	
21	21	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	0.0000	8.68	4	599975	0.000	bb	0.003850	
22	22	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	0.0000	8.57	226	613942	0.000	bb	0.254993	
23	23	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	0.0000	8.60	166	614047	0.000	bb	0.168132	
24	24	HS Batch 1	BLANK_07112018_E	Blank		8.62	2	153	0.015	bbI		
25	25	HS Batch 1	HS-1_250_0711_A	Analyte		8.43	11779	539990	0.022	bbI		
26	26	HS Batch 1	HS-1_299_0711_A	Analyte		8.43	14119	563466	0.025	bbI		
27	27	HS Batch 1	HS-1	Analyte		8.43	10883	496657	0.022	bbI		
28	28	HS Batch 1	HS-2	Analyte		8.43	4774	508055	0.009	bbI		
29	29	HS Batch 1	HS-3	Analyte		8.43	7094	491689	0.014	bbI		
30	30	HS Batch 1	HS-4	Analyte		8.43	5661	500085	0.011	bbI		
31	31	HS Batch 1	HS-5	Analyte		8.43	11302	512210	0.022	bbI		
32	32	HS Batch 1	HS-6	Analyte		8.43	7338	528294	0.014	bbI		
33	33	HS Batch 1	HS-7	Analyte		8.43	3569	539633	0.007	bbI		
34	34	HS Batch 1	HS-8	Analyte		8.43	7512	555744	0.014	bbI		
35	35	HS Batch 1	HS-9	Analyte		8.43	24164	532276	0.045	bbI		
36	36	HS Batch 1	HS-10	Analyte		8.43	15291	537337	0.028	bbI		
37	37	HS Batch 1	HS-11	Analyte		8.45	6534	535064	0.012	bbI		
38	38	HS Batch 1	HS-12	Analyte		8.45	10183	533043	0.019	bbI		
39	39	HS Batch 1	HS-1_250_0711_B	Analyte		8.45	12265	604580	0.020	bbI		
40	40	HS Batch 1	HS-1_299_0711_B	Analyte		8.45	14221	590663	0.024	bbI		
41	41	HS Batch 1	HS-13	Analyte		8.47	18088	559990	0.032	bbI		
42	42	HS Batch 1	HS-14	Analyte		8.47	12206	572739	0.021	bbI		
43	43	HS Batch 1	HS-15	Analyte		8.47	3776	559418	0.007	bbI		
44	44	HS Batch 1	HS-16	Analyte		8.47	11362	572982	0.020	bbI		
45	45	HS Batch 1	HS-17	Analyte		8.45	23210	561237	0.041	bbI		
46	46	HS Batch 1	HS-18	Analyte		8.45	11082	587852	0.019	bbI		
47	47	HS Batch 1	HS-19	Analyte		8.43	4388	567983	0.008	bbI		
48	48	HS Batch 1	HS-20	Analyte		8.43	8389	601132	0.014	bbI		
49	49	HS Batch 1	HS-21	Analyte		8.43	6279	625251	0.010	bbI		
50	50	HS Batch 1	HS-22	Analyte		8.43	22958	581051	0.040	bbI		
51	51	HS Batch 1	HS-23	Analyte		8.43	12560	607742	0.021	bbI		
52	52	HS Batch 1	HS-24	Analyte		8.43	9057	598305	0.015	bbI		
53	53	HS Batch 1	HS-25	Analyte		8.43	4809	611470	0.008	bbI		
54	54	HS Batch 1	HS-1_250_0711_C	Analyte		8.43	13900	606767	0.023	bbI		
55	55	HS Batch 1	HS-1_299_0711_C	Analyte		8.43	15548	645452	0.024	bbI		
56	56	HS Batch 1	HS-26	Analyte		8.43	9701	606813	0.016	bbI		
57	57	HS Batch 1	HS-27	Analyte		8.43	9737	599755	0.016	bbI		
58	58	HS Batch 1	HS-28	Analyte		8.43	11937	608364	0.020	bbI		
59	59	HS Batch 1	HS-29	Analyte		8.43	2415	602246	0.004	bbI		
60	60	HS Batch 1	HS-30	Analyte		8.43	7317	647534	0.011	bbI		
61	61	HS Batch 1	HS-31	Analyte		8.43	13329	665358	0.020	bbI		
62	62	HS Batch 1	HS-32	Analyte		8.43	3185	627067	0.005	bbI		
63	63	HS Batch 1	HS-33	Analyte		8.43	5571	643175	0.009	bbI		
64	64	HS Batch 1	HS-34	Analyte		8.40	6283	665299	0.009	bbI		
65	65	HS Batch 1	HS-35	Analyte		8.43	5246	643253	0.008	bbI		
66	66	HS Batch 1	HS-36	Analyte		8.40	13619	672742	0.020	bbI		
67	67	HS Batch 1	HS-37	Analyte		8.43	6542	653419	0.010	bbI		
68	68	HS Batch 1	HS-38	Analyte		8.40	9703	666674	0.015	bbI		
69	69	HS Batch 1	HS-1_250_0711_D	Analyte		8.40	14330	684560	0.021	bbI		
70	70	HS Batch 1	HS-1_299_0711_D	Analyte		8.40	17269	673395	0.026	bbI		

Compound 11:  putative_2Oacetylsalicort_iso2_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 1	SalicinSTD_0015_0711_A	Standard	0.0000			435155				
2	2	HS Batch 1	SalicinSTD_003_0711_A	Standard	0.0000	9.11	31	450292	0.000	bb	0.041866	
3	3	HS Batch 1	SalicinSTD_015_0711_A	Standard	0.0000			467967				
4	4	HS Batch 1	SalicinSTD_0375_0711_A	Standard	0.0000			469299				
5	5	HS Batch 1	BLANK_07112018_B	Blank		9.01	6	50	0.121	bbI		
6	6	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	0.0000	9.31	95	505405	0.000	bb	0.135677	
7	7	HS Batch 1	SalicortinSTD_003_0711_A	Standard	0.0000	9.37	87	526289	0.000	bb	0.115865	
8	8	HS Batch 1	SalicortinSTD_015_0711_A	Standard	0.0000	9.39	4	550080	0.000	bb	0.004321	
9	9	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	0.0000	8.98	8	559202	0.000	bb	0.008088	
10	10	HS Batch 1	SalicortinSTD_075_0711_A	Standard	0.0000			535144				
11	11	HS Batch 1	SalicortinSTD_100_0711_A	Standard	0.0000	9.19	6	538973	0.000	bb	0.006694	
12	12	HS Batch 1	BLANK_07112018_C	Blank		9.44	13	156	0.083	bbI		
13	13	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	0.0150			544691				
14	14	HS Batch 1	TremulacinSTD_003_0711_A	Standard	0.0300	9.42	183	614746	0.000	bbI		-100.0
15	15	HS Batch 1	TremulacinSTD_015_0711_A	Standard	0.1500	9.47	44	650126	0.000	bb	0.041247	-72.5
16	16	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	0.3750	9.54	18	590253	0.000	bb	0.018521	-95.1
17	17	HS Batch 1	TremulacinSTD_075_0711_A	Standard	0.7500	9.29	10	632565	0.000	bb	0.009464	-98.7
18	18	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000			601401				
19	19	HS Batch 1	BLANK_07112018_D	Blank		9.24	12	286	0.043	bbI		
20	20	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	0.0000	9.39	12	592642	0.000	bb	0.011992	
21	21	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	0.0000	9.42	10	599975	0.000	bb	0.010143	
22	22	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	0.0000	9.52	21	613942	0.000	bb	0.020057	
23	23	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	0.0000	9.11	224	614047	0.000	bbI		
24	24	HS Batch 1	BLANK_07112018_E	Blank				153				
25	25	HS Batch 1	HS-1_250_0711_A	Analyte		9.19	9908	539990	0.018	bbI		
26	26	HS Batch 1	HS-1_299_0711_A	Analyte		9.19	11727	563466	0.021	bbI		
27	27	HS Batch 1	HS-1	Analyte		9.19	12529	496657	0.025	bbI		
28	28	HS Batch 1	HS-2	Analyte		9.19	5231	508055	0.010	bbI		
29	29	HS Batch 1	HS-3	Analyte		9.19	3779	491689	0.008	bbI		
30	30	HS Batch 1	HS-4	Analyte		9.19	4816	500085	0.010	bbI		
31	31	HS Batch 1	HS-5	Analyte		9.19	6843	512210	0.013	bbI		
32	32	HS Batch 1	HS-6	Analyte		9.19	7969	528294	0.015	bbI		
33	33	HS Batch 1	HS-7	Analyte		9.19	2850	539633	0.005	bbI		
34	34	HS Batch 1	HS-8	Analyte		9.19	9137	555744	0.016	bbI		
35	35	HS Batch 1	HS-9	Analyte		9.19	23248	532276	0.044	bbI		
36	36	HS Batch 1	HS-10	Analyte		9.19	16774	537337	0.031	bbI		
37	37	HS Batch 1	HS-11	Analyte		9.19	6096	535064	0.011	bbI		
38	38	HS Batch 1	HS-12	Analyte		9.21	10293	533043	0.019	bbI		
39	39	HS Batch 1	HS-1_250_0711_B	Analyte		9.21	9309	604580	0.015	bbI		
40	40	HS Batch 1	HS-1_299_0711_B	Analyte		9.19	11555	590663	0.020	bbI		
41	41	HS Batch 1	HS-13	Analyte		9.21	20719	559990	0.037	bbI		
42	42	HS Batch 1	HS-14	Analyte		9.24	12284	572739	0.021	bbI		
43	43	HS Batch 1	HS-15	Analyte		9.24	1784	559418	0.003	bbI		
44	44	HS Batch 1	HS-16	Analyte		9.24	7567	572982	0.013	bbI		
45	45	HS Batch 1	HS-17	Analyte		9.21	19163	561237	0.034	bbI		
46	46	HS Batch 1	HS-18	Analyte		9.21	9272	587852	0.016	bbI		
47	47	HS Batch 1	HS-19	Analyte		9.19	4088	567983	0.007	bbI		
48	48	HS Batch 1	HS-20	Analyte		9.19	8181	601132	0.014	bbI		
49	49	HS Batch 1	HS-21	Analyte		9.21	4626	625251	0.007	bbI		
50	50	HS Batch 1	HS-22	Analyte		9.19	17968	581051	0.031	bbI		
51	51	HS Batch 1	HS-23	Analyte		9.19	13023	607742	0.021	bbI		
52	52	HS Batch 1	HS-24	Analyte		9.19	6303	598305	0.011	bbI		
53	53	HS Batch 1	HS-25	Analyte		9.19	5054	611470	0.008	bbI		
54	54	HS Batch 1	HS-1_250_0711_C	Analyte		9.19	12047	606767	0.020	bbI		
55	55	HS Batch 1	HS-1_299_0711_C	Analyte		9.19	14127	645452	0.022	bbI		
56	56	HS Batch 1	HS-26	Analyte		9.19	10014	606813	0.017	bbI		
57	57	HS Batch 1	HS-27	Analyte		9.19	9961	599755	0.017	bbI		
58	58	HS Batch 1	HS-28	Analyte		9.19	10408	608364	0.017	bbI		
59	59	HS Batch 1	HS-29	Analyte		9.19	1576	602246	0.003	bbI		
60	60	HS Batch 1	HS-30	Analyte		9.19	4582	647534	0.007	bbI		
61	61	HS Batch 1	HS-31	Analyte		9.19	11819	665358	0.018	bbI		
62	62	HS Batch 1	HS-32	Analyte		9.19	1612	627067	0.003	bbI		
63	63	HS Batch 1	HS-33	Analyte		9.19	5082	643175	0.008	bbI		
64	64	HS Batch 1	HS-34	Analyte		9.19	5763	665299	0.009	bbI		
65	65	HS Batch 1	HS-35	Analyte		9.16	4997	643253	0.008	bbI		
66	66	HS Batch 1	HS-36	Analyte		9.16	8093	672742	0.012	bbI		
67	67	HS Batch 1	HS-37	Analyte		9.19	7220	653419	0.011	bbI		
68	68	HS Batch 1	HS-38	Analyte		9.16	7755	666674	0.012	bbI		
69	69	HS Batch 1	HS-1_250_0711_D	Analyte		9.19	13057	684560	0.019	bbI		
70	70	HS Batch 1	HS-1_299_0711_D	Analyte		9.16	13513	673395	0.020	bbI		

