"","Dish.ID","group","genet.lf","gen.num","vial.num","lf.init.wetmass_mg","lf.init.drymass_mg","lf.end.drymass_mg","gm.init.wetmass_mg","gm.init.drymass_mg","gm.end.drymass_mg","start.date_dmy","start_24.00.00","end.date_dmy","end_24.00.00","molting_bin","leaves","elapsed.time_hours","mean.biomass.prop","lf.init.drymass_group.calib_mg","bmass.consumed_group.cal","rel.bmass.cons_group.cal","rel.bmass.cons_no.cal","dish.bmass.consumed","leaf.preference","Scin.DW.mean","Scin.DW.sd","Scort.DW.mean","Scort.DW.sd","Tdin.DW.mean","Tdin.DW.sd","Tcin.DW.mean","Tcin.DW.sd","PGsum.DW.mean","PGsum.DW.sd","treatment"
"21","41","fast","251",1,"108",202.2,84.6598375816431,61,75.2,10.1818628927078,21.2,"07-Jun-18","20:17:00","09-Jun-18","8:32:00",0,3,36.25,0.3137767221,84.6598375816431,23.6598375816431,2.32372384414921,1.76970223937448,109.08194005147,0.216899677164517,0.739994646,0.221957547131619,0.598330188,0.325822570057259,0.450973933666667,0.202163432118391,0.877477413,0.399151151196883,2.66677618066667,0.733281095746252,"fast.med.slow"
"22","32","fast","251",1,"107",250.7,98.7450188910723,41.3,83.3,11.3643546356242,18.2,"07-Jun-18","20:01:00","09-Jun-18","8:29:00",0,2,36.4666666666667,0.3137767221,98.7450188910723,57.4450188910723,5.05484215628026,4.59589379499265,78.963055253652,0.727492353310576,0.739994646,0.221957547131619,0.598330188,0.325822570057259,0.450973933666667,0.202163432118391,0.877477413,0.399151151196883,2.66677618066667,0.733281095746252,"fast.slow"
"23","27B","slow","158",2,"9B",244.3,95.5445056783631,58.2,70.1,9.43733105457521,15.8,"09-Jun-18","19:14:00","11-Jun-18","8:23:00",0,2,37.15,0.33965584075,95.5445056783631,37.3445056783631,3.95710455237856,3.54068104088017,63.0192912597061,0.592588474606359,0.273692964666667,0.0454843885401602,3.64616956566667,0.360081393846148,0.107134737333333,0.0161449360564244,3.8574142,0.469278910724405,7.88441146766667,0.737036767155009,"med.slow"
"24","18","slow","158",2,"1",227.3,89.7835352018809,62.8,76.4,10.3570468546213,22.4,"07-Jun-18","19:45:00","09-Jun-18","8:16:00",0,2,36.5166666666667,0.33965584075,89.7835352018809,26.9835352018809,2.60533099643561,2.29104148581286,103.672418455904,0.26027689528009,0.273692964666667,0.0454843885401602,3.64616956566667,0.360081393846148,0.107134737333333,0.0161449360564244,3.8574142,0.469278910724405,7.88441146766667,0.737036767155009,"med.slow"
"25","2B","fast","91",1,"11B",277.7,106.586253846837,57.1,89.7,12.2986690991631,14.5,"09-Jun-18","19:00:00","11-Jun-18","8:25:00",0,2,37.4166666666667,0.29878236095,106.586253846837,49.486253846837,4.02370804904445,3.61887759392169,48.40037494567,1.02243534068457,0.444678649666667,0.474762395010164,1.22230389666667,0.39052851525136,0.153796669333333,0.171082558467654,0.883755805,0.147009139875715,2.70453502066667,0.150113889160583,"fast.slow"
"26","45B","fast","91",1,"12B",307.1,115.124487465336,89.2,78.8,10.7074147784484,13.5,"09-Jun-18","19:10:00","11-Jun-18","8:16:00",0,3,37.1,0.29878236095,115.124487465336,25.9244874653363,2.42117149673854,1.98025713867436,96.3875370953979,0.268960990669136,0.444678649666667,0.474762395010164,1.22230389666667,0.39052851525136,0.153796669333333,0.171082558467654,0.883755805,0.147009139875715,2.70453502066667,0.150113889160583,"fast.med.slow"
"27","8","fast","91",1,"5",328.9,121.455558651843,49.9,89.7,12.2986690991631,25.8,"07-Jun-18","19:33:00","09-Jun-18","8:04:00",0,2,36.5166666666667,0.29878236095,121.455558651843,71.5555586518426,5.81815463729417,5.44983201009266,104.702499256439,0.683417866431129,0.444678649666667,0.474762395010164,1.22230389666667,0.39052851525136,0.153796669333333,0.171082558467654,0.883755805,0.147009139875715,2.70453502066667,0.150113889160583,"fast.slow"
"28","5","slow","6",2,"100",296.3,113.166297724074,76.3,76.2,10.3278495276357,21.7,"07-Jun-18","19:19:00","09-Jun-18","8:02:00",0,2,36.7166666666667,0.35044766295,113.166297724074,36.8662977240735,3.56960058581653,2.98922152530762,72.2894374361915,0.509981804141368,0.140779472333333,0.102228000454452,1.845649613,0.396824458812912,0.038328513,0.025100864868712,1.04250800266667,0.163347039288631,3.067265601,0.599340329119589,"fast.slow"
"29","46","slow","6",3,"102",281.8,108.25252878825,68.8,81.1,11.0431840387827,17.2,"07-Jun-18","20:19:00","09-Jun-18","8:34:00",0,3,36.25,0.35044766295,108.25252878825,39.4525287882504,3.57256826017718,3.08190453594614,105.278819746193,0.374743266341349,0.140779472333333,0.102228000454452,1.845649613,0.396824458812912,0.038328513,0.025100864868712,1.04250800266667,0.163347039288631,3.067265601,0.599340329119589,"fast.med.slow"
"30","20","slow","256",2,"35",325.4,123.027723657346,85.5,78.8,10.7074147784484,19.6,"07-Jun-18","19:46:00","09-Jun-18","8:20:00",0,2,36.5666666666667,0.36108276615,123.027723657346,37.527723657346,3.50483514777822,2.83714898336911,58.0478620321987,0.646496224727961,0.122020079666667,0.107844895352795,2.19784595333333,0.583750158878577,0.0507502283333333,0.0314644396059951,1.80246570233333,0.79600763227313,4.17308196366667,1.43696151764738,"fast.slow"
"31","44","slow","256",3,"36",277.2,106.693677953438,69.6,86.9,11.8899065213649,24,"07-Jun-18","20:18:00","09-Jun-18","8:33:00",0,3,36.25,0.36108276615,106.693677953438,37.0936779534376,3.11976194991813,2.67939745219365,87.5404458892052,0.423731882750345,0.122020079666667,0.107844895352795,2.19784595333333,0.583750158878577,0.0507502283333333,0.0314644396059951,1.80246570233333,0.79600763227313,4.17308196366667,1.43696151764738,"fast.med.slow"
"32","30","med","143",1,"77",397.2,163.227687962066,126.9,76.5,10.3716455181141,26.1,"07-Jun-18","19:59:00","09-Jun-18","8:27:00",0,2,36.4666666666667,0.2824082649,163.227687962066,36.3276879620656,3.50259637186974,1.00852431820929,109.969776184251,0.330342474292206,0.980693565333333,0.278687120981914,1.16836722133333,0.475597179502609,0.548877512333333,0.352790804202999,1.35597720233333,0.667689763102964,4.05391550133333,0.771350972697737,"med.slow"
"33","45B","med","143",2,"2B",530.4,200.901604288399,141.7,78.8,10.7074147784484,13.5,"09-Jun-18","19:10:00","11-Jun-18","8:16:00",0,3,37.1,0.2824082649,200.901604288399,59.2016042883992,5.52902876309214,3.31654080911827,96.3875370953979,0.614203932089327,0.980693565333333,0.278687120981914,1.16836722133333,0.475597179502609,0.548877512333333,0.352790804202999,1.35597720233333,0.667689763102964,4.05391550133333,0.771350972697737,"fast.med.slow"
"34","15","med","203",1,"8",333.5,145.210957706905,93.8,70.1,9.43733105457521,13.7,"07-Jun-18","19:43:00","09-Jun-18","8:14:00",0,2,36.5166666666667,0.36402111005,145.210957706905,51.4109577069045,5.44761621793277,2.59627792399261,62.6191491324357,0.821010160936129,0.739428964,0.528101580778139,1.92683879066667,0.906257956651582,0.465158566,0.413107595549711,2.16911202166667,0.92647191864534,5.30053834233333,0.931381171895062,"med.slow"
"35","42","med","203",2,"9",356.9,151.829348412882,131,75.6,10.240257546679,15.7,"07-Jun-18","20:17:00","09-Jun-18","8:32:00",0,3,36.25,0.36402111005,151.829348412882,20.829348412882,2.03406489709209,-0.556345654014126,55.6920925682887,0.374009081941776,0.739428964,0.528101580778139,1.92683879066667,0.906257956651582,0.465158566,0.413107595549711,2.16911202166667,0.92647191864534,5.30053834233333,0.931381171895062,"fast.med.slow"
"36","8","slow","66",2,"88",352.9,132.346940604597,99.2,89.7,12.2986690991631,25.8,"07-Jun-18","19:33:00","09-Jun-18","8:04:00",0,2,36.5166666666667,0.30934453,132.346940604597,33.1469406045967,2.69516484567035,2.0251081344071,104.702499256439,0.316582133568871,0.311983367666667,0.191250308803377,3.075209245,0.484801898527021,0.131281081666667,0.086590257192749,2.36929667766667,0.454436464000473,5.887770372,0.692022847766993,"fast.slow"
"37","40","slow","66",3,"90",321.2,121.604425069039,101.9,76.1,10.3132508641429,16.7,"07-Jun-18","20:16:00","09-Jun-18","8:32:00",0,3,36.2666666666667,0.30934453,121.604425069039,19.7044250690386,1.91059301558802,1.23355396070637,103.54662585108,0.190295192210101,0.311983367666667,0.191250308803377,3.075209245,0.484801898527021,0.131281081666667,0.086590257192749,2.36929667766667,0.454436464000473,5.887770372,0.692022847766993,"fast.med.slow"
"38","39","fast","333",1,"12",462.3,160.19706765551,148,77.1,10.4592374990709,19.2,"07-Jun-18","20:15:00","09-Jun-18","8:32:00",0,3,36.2833333333333,0.31672452675,160.19706765551,12.1970676555096,1.16615266233252,0.844902795839433,94.0343330704039,0.129708663391887,0.592550709666667,0.312294037207239,2.44958121966667,0.174886720174271,0.248321585666667,0.225651503995177,1.90886541666667,0.347546839696804,5.19931893166667,0.760557638574242,"fast.med.slow"
"39","28B","fast","333",1,"18B",232,93.3142376439316,42.5,80.1,10.8971974038548,13.5,"09-Jun-18","19:15:00","11-Jun-18","8:17:00",0,2,37.0333333333333,0.31672452675,93.3142376439316,50.8142376439316,4.66305562437151,4.16938361584516,73.9772046326523,0.686890480604927,0.592550709666667,0.312294037207239,2.44958121966667,0.174886720174271,0.248321585666667,0.225651503995177,1.90886541666667,0.347546839696804,5.19931893166667,0.760557638574242,"fast.med"
"40","4","med","368",2,"13",326.9,143.344232123167,100.9,81.1,11.0431840387827,17.9,"07-Jun-18","19:17:00","09-Jun-18","8:01:00",0,2,36.7333333333333,0.3041026364,143.344232123167,42.4442321231672,3.84347774827502,1.39699830162802,96.4964994983789,0.43985255780061,1.67385655766667,0.185638632947505,2.49810922333333,0.322303629956312,0.593540416666667,0.0661293841562087,3.10588292633333,0.74671634001872,7.871389124,0.891685810076515,"fast.med"
"41","33","med","368",1,"14",263.1,125.29921814704,77.9,89.8,12.3132677626559,24.8,"07-Jun-18","20:02:00","09-Jun-18","8:29:00",0,2,36.45,0.3041026364,125.29921814704,47.3992181470405,3.84944265492173,1.57060406006651,123.426030890806,0.384029347820268,1.67385655766667,0.185638632947505,2.49810922333333,0.322303629956312,0.593540416666667,0.0661293841562087,3.10588292633333,0.74671634001872,7.871389124,0.891685810076515,"med.slow"
"42","40","med","368",2,"15",246.7,120.660687908663,80.2,76.1,10.3132508641429,16.7,"07-Jun-18","20:16:00","09-Jun-18","8:32:00",0,3,36.2666666666667,0.3041026364,120.660687908663,40.460687908663,3.9231749951256,1.17641127234873,103.54662585108,0.390748492054713,1.67385655766667,0.185638632947505,2.49810922333333,0.322303629956312,0.593540416666667,0.0661293841562087,3.10588292633333,0.74671634001872,7.871389124,0.891685810076515,"fast.med.slow"
"43","36","med","174",1,"20",251.3,121.961739073086,85.7,69.5,9.34973907361843,19.7,"07-Jun-18","20:05:00","09-Jun-18","8:30:00",0,2,36.4166666666667,0.36633077005,121.961739073086,36.261739073086,3.87836909539042,0.856588429722383,81.0728121466131,0.447273729786378,0.111785930666667,0.0940730678172202,1.704414958,0.329703823731678,0.0369583363333333,0.0168062084166325,1.16223124066667,0.0966255284843408,3.01539046566667,0.403902239665443,"med.slow"
"44","39","med","174",2,"21",293.7,133.95403676255,101,77.1,10.4592374990709,19.2,"07-Jun-18","20:15:00","09-Jun-18","8:32:00",0,3,36.2833333333333,0.36633077005,133.95403676255,32.9540367625495,3.1507112029416,0.515749601229624,94.0343330704039,0.350446860062024,0.111785930666667,0.0940730678172202,1.704414958,0.329703823731678,0.0369583363333333,0.0168062084166325,1.16223124066667,0.0966255284843408,3.01539046566667,0.403902239665443,"fast.med.slow"
"45","12B","med","174",1,"14B",343.6,148.067613524442,107.2,89.2,12.2256757816992,27.5,"09-Jun-18","19:05:00","11-Jun-18","8:26:00",0,2,37.35,0.36633077005,148.067613524442,40.8676135244418,3.34276928770001,1.1552497422003,81.7351199766041,0.500000654995549,0.111785930666667,0.0940730678172202,1.704414958,0.329703823731678,0.0369583363333333,0.0168062084166325,1.16223124066667,0.0966255284843408,3.01539046566667,0.403902239665443,"med.slow"
"46","38","fast","135",1,"18",261.5,101.881512873378,59.2,87.6,11.9920971658144,23.8,"07-Jun-18","20:13:00","09-Jun-18","8:31:00",0,3,36.3,0.3158721652,101.881512873378,42.6815128733782,3.55913667836592,3.13211032801312,123.250064705148,0.346300125484602,0.214448709333333,0.0827884140183663,2.17350029466667,0.341115064261274,0.086393109,0.0304145681012875,1.71428402066667,0.325089623850144,4.18862613366667,0.5178467038657,"fast.med.slow"
"47","7","med","189",2,"103",188.1,104.086427422754,45.2,69.3,9.32054174663284,20.1,"07-Jun-18","19:27:00","09-Jun-18","8:04:00",0,2,36.6166666666667,0.3131675465,104.086427422754,58.8864274227535,6.31791896045387,3.175818473585,102.064359080135,0.576953874530474,0.930266186333333,0.467603317734127,1.67402139833333,0.321314906690995,0.421466822,0.375681935459753,1.43798538133333,0.100739984567656,4.463739788,0.73363838775354,"fast.med"
"48","46","med","189",2,"105",220.7,113.306920457577,72.9,81.1,11.0431840387827,17.2,"07-Jun-18","20:19:00","09-Jun-18","8:34:00",0,3,36.25,0.3131675465,113.306920457577,40.4069204575769,3.65899185557999,1.05529338656853,105.278819746193,0.383808638385102,0.930266186333333,0.467603317734127,1.67402139833333,0.321314906690995,0.421466822,0.375681935459753,1.43798538133333,0.100739984567656,4.463739788,0.73363838775354,"fast.med.slow"
"49","11","fast","182",1,"25",195.2,82.6269248153338,52,71.8,9.68550833395273,16.9,"07-Jun-18","19:38:00","09-Jun-18","8:07:00",0,2,36.4833333333333,0.364601297,82.6269248153338,30.6269248153338,3.16213912159577,2.57338753247618,54.1558484657406,0.565533099065165,0.721088559666667,0.487249131980502,2.48766586466667,0.276091775581563,0.414345544333333,0.304836386182315,3.38831715266667,0.37902729632263,7.01141712133333,0.642189630883695,"fast.slow"
"50","44","fast","182",1,"27",185.2,79.7227637206061,53.4,86.9,11.8899065213649,24,"07-Jun-18","20:18:00","09-Jun-18","8:33:00",0,3,36.25,0.364601297,79.7227637206061,26.3227637206061,2.21387474100885,1.72690259577187,87.5404458892052,0.300692593614628,0.721088559666667,0.487249131980502,2.48766586466667,0.276091775581563,0.414345544333333,0.304836386182315,3.38831715266667,0.37902729632263,7.01141712133333,0.642189630883695,"fast.med.slow"
"51","23","slow","207",2,"22",247.2,96.5272594655277,86.6,70.2,9.451929718068,18.4,"07-Jun-18","19:54:00","09-Jun-18","8:22:00",0,2,36.4666666666667,0.37682479735,96.5272594655277,9.92725946552775,1.05028917497674,0.62232978285341,56.4665497299716,0.175807792631228,0.267456536333333,0.10046736951072,3.51218827566667,0.54504593411689,0.130275531,0.045240997757388,2.87614804,0.310362846782171,6.786068383,0.881717751587631,"fast.slow"
"52","26B","slow","207",2,"45B",252.1,98.1877744852197,81.5,77.2,10.4738361625637,21.8,"09-Jun-18","19:12:00","11-Jun-18","8:14:00",0,2,37.0333333333333,0.37682479735,98.1877744852197,16.6877744852197,1.59328198629517,1.18850692284483,70.9564982435861,0.2351831741743,0.267456536333333,0.10046736951072,3.51218827566667,0.54504593411689,0.130275531,0.045240997757388,2.87614804,0.310362846782171,6.786068383,0.881717751587631,"fast.slow"
"53","42","slow","207",3,"24",265.5,102.728774743153,86.5,75.6,10.240257546679,15.7,"07-Jun-18","20:17:00","09-Jun-18","8:32:00",0,3,36.25,0.37682479735,102.728774743153,16.2287747431527,1.58480142410246,1.11885015764308,55.6920925682887,0.291401777070116,0.267456536333333,0.10046736951072,3.51218827566667,0.54504593411689,0.130275531,0.045240997757388,2.87614804,0.310362846782171,6.786068383,0.881717751587631,"fast.med.slow"
"54","47","slow","24",3,"60",281.5,108.150864603371,91.1,76.2,10.3278495276357,11.8,"07-Jun-18","20:20:00","09-Jun-18","8:34:00",0,3,36.2333333333333,0.3437166191,108.150864603371,17.0508646033713,1.65095982060407,1.12746446107124,72.7558089283716,0.234357432822415,0.102559841666667,0.0762529221754645,2.24556026566667,0.252713946359254,0.0552056336666667,0.0191058382411247,2.125160361,0.394290837341775,4.528486102,0.464228523130904,"fast.med.slow"
"55","24B","slow","24",2,"54B",305.5,116.283999393699,105.7,75.1,10.167264229215,14.5,"09-Jun-18","19:13:00","11-Jun-18","8:20:00",0,2,37.1166666666667,0.3437166191,116.283999393699,10.5839993936992,1.04098793491436,0.415523537442938,82.7197338258771,0.127950114249379,0.102559841666667,0.0762529221754645,2.24556026566667,0.252713946359254,0.0552056336666667,0.0191058382411247,2.125160361,0.394290837341775,4.528486102,0.464228523130904,"med.slow"
"56","21","slow","24",2,"58",230.2,90.7662889890455,64.7,89.2,12.2256757816992,26.7,"07-Jun-18","19:47:00","09-Jun-18","8:20:00",0,2,36.55,0.3437166191,90.7662889890455,26.0662889890455,2.13209391893613,1.85642598799864,74.025149038528,0.352127477318266,0.102559841666667,0.0762529221754645,2.24556026566667,0.252713946359254,0.0552056336666667,0.0191058382411247,2.125160361,0.394290837341775,4.528486102,0.464228523130904,"med.slow"
"57","28B","med","320",2,"50B",275.7,128.862966988721,105.7,80.1,10.8971974038548,13.5,"09-Jun-18","19:15:00","11-Jun-18","8:17:00",0,2,37.0333333333333,0.3738177229,128.862966988721,23.1629669887207,2.12558937222951,-0.430477028133279,73.9772046326523,0.313109519395073,0.233105833666667,0.103307320988277,2.29442736533333,0.177145523458764,0.0895038833333333,0.0369098289176073,1.63253656033333,0.313745190324371,4.24957364266667,0.242466401269449,"fast.med"
